codigo_iccs,delito_iccs,glosa_iccs,glosa_match,nivel_1,nivel_2,nivel_3,nivel_4,seccion,descripcion,inclusiones,exclusiones,notas
211,Transgresiones contra las personas,Transgresiones contra las personas,True,2,211,,,Actos que causan danos o que tienen la intencion de causar danos a las personas,Intromisión ilícita e injustificada en la intimidad u otros derechos de una persona.,Aplicar todas las inclusiones enumeradas en 02111 a 02119,"Injerencia en datos informáticos o sistemas informáticos que no constituya una intromisión en la intimidad de una persona (0903); seguimiento, vigilancia o comunicación no deseada de una persona por otra persona (02082); invasión de la intimidad sexual u otros actos de naturaleza sexual (03); violación de domicilio (0509)","79 La intimidad es, como mínimo, la autonomía individual de una persona o la condición de ser libre de ser observado o molestado por otros."
2111,Invasion de la intimidad,Invasión de la intimidad,True,2,211,2111,,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Invasión o intromisión en la intimidad. - Intimidad, tal como se define en la nota 79.",Violación de la intimidad; violación del secreto de la correspondencia; interceptación telefónica; invasión de la soledad o los intereses privados; injerencia en archivos informáticos privados; injerencia en la correspondencia,Aplicar todas las exclusiones enumeradas en 0211,"79 La intimidad es, como mínimo, la autonomía individual de una persona o la condición de ser libre de ser observado o molestado por otros."
2119,Otras transgresiones contra las personas,Otras transgresiones contra las personas,True,2,211,2119,,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Intromisión ilícita e injustificada en la intimidad u otros derechos de una persona no descrita ni clasificada en 02111. - Intimidad, tal como se define en la nota 79.",Mutilación de cadáveres; tráfico de órganos humanos que no equivale a trata de personas con fines de extracción de órganos o tejidos; destrucción de sepulturas; utilización ilícita de cadáveres; profanación de tumbas,Aplicar todas las exclusiones enumeradas en 0211,"79 La intimidad es, como mínimo, la autonomía individual de una persona o la condición de ser libre de ser observado o molestado por otros."
219,Otros actos que causan danos o que tienen la intencion de causar danos a personas,Otros actos que causan daños o que tienen la intención de causar daños a las personas,False,2,219,,,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Actos que causan daño o realizados con la intención de causar daño a una persona, no descritos ni clasificados en las categorías 0201 a 0211.",Maltrato mediante el abuso físico o la crueldad mental,Aplicar todas las exclusiones enumeradas en 0201 a 0211,
301,Violencia sexual,Violencia sexual,True,3,301,,,Actos lesivos de naturaleza sexual,"Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada, sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, o mediante el abuso de poder o de una situación de vulnerabilidad.",Aplicar todas las inclusiones enumeradas en 03011 y 03012,"Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho material, social o político mediante la prostitución o los actos sexuales de una persona (0302); coacción (0205); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto, que no equivale a violación y exhibicionismo (0802); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0208)",
3011,Violacion,Violación,True,3,301,3011,,Actos lesivos de naturaleza sexual,"Penetración sexual sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, abuso de poder o de una situación de vulnerabilidad, o concesión o recepción de beneficios.",Aplicar todas las inclusiones enumeradas en 030111 a 030119,Aplicar todas las exclusiones enumeradas en 0301,"80 La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto."
30111,Violacion con uso de la fuerza,Violación con uso de la fuerza,True,3,301,3011,30111,Actos lesivos de naturaleza sexual,"Penetración sexual sin consentimiento válido de la persona y con uso de la fuerza. - Penetración sexual, tal como se define en la nota 80.",Penetración sexual con fuerza física,Violación por presunción legal (030113); aplicar todas las exclusiones enumeradas en 03011,"80 La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto."
30112,Violacion sin uso de la fuerza,Violación sin uso de la fuerza,True,3,301,3011,30112,Actos lesivos de naturaleza sexual,"Penetración sexual sin consentimiento válido de la persona y sin uso de la fuerza. - Penetración sexual, tal como se define en la nota 80.",Engaño para tener relaciones sexuales; violación facilitada por drogas; penetración sexual sin consentimiento y sin el uso de la fuerza física,Violación por presunción legal (030113); aplicar todas las exclusiones enumeradas en 03011,"80 La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto."
30113,Violacion por presuncion legal,Violación por presunción legal,True,3,301,3011,30113,Actos lesivos de naturaleza sexual,"Penetrar sexualmente a una persona menor de la edad mínima de consentimiento sexual, o una persona incapaz de dar su consentimiento por una razón jurídica, con o sin su consentimiento. - Penetración sexual, tal como se define en la nota 80.",Relaciones sexuales con una persona menor de la edad mínima de consentimiento sexual; relaciones sexuales con una persona incapaz de dar su consentimiento,Aplicar todas las exclusiones enumeradas en 03011,"80 La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto."
30119,Otras formas de violacion,Otras formas de violación,True,3,301,3011,30119,Actos lesivos de naturaleza sexual,"Violación no descrita ni clasificada en las categorías 030111 a 030113. - Violación, tal como se define en 03011.",,Aplicar todas las exclusiones enumeradas en 03011,"80 La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto."
3012,Agresion sexual,Agresión sexual,True,3,301,3012,,Actos lesivos de naturaleza sexual,"Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada que no equivalen a violación. - Violación, tal como se define en 03011.",Agresión sexual facilitada por drogas; hostigamiento sexual; agresión sexual contra un cónyuge en contra de su voluntad; agresión sexual contra una persona indefensa; aplicar todas las inclusiones enumeradas en 030121 a 030129,Violación (03011); aplicar todas las exclusiones enumeradas en 0301,
30121,Agresion sexual fisica,Agresión sexual física,True,3,301,3012,30121,Actos lesivos de naturaleza sexual,"Agresión sexual con contacto físico con la persona. - Agresión sexual, tal como se define en 03012.",Agresión sexual facilitada por drogas; tocamientos o manoseos no deseados; agresión sexual mediante el abuso de poder,Aplicar todas las exclusiones enumeradas en 03012,
30122,Agresion sexual no fisica,Agresión sexual no física,True,3,301,3012,30122,Actos lesivos de naturaleza sexual,"Agresión sexual sin contacto físico con la persona. - Agresión sexual, tal como se define en 03012.",Hostigamiento sexual; amenaza de naturaleza sexual,Aplicar todas las exclusiones enumeradas en 03012,
30129,Otros actos de agresion sexual no clasificados en otra parte,Otros actos de agresión sexual no clasificados en otra parte,True,3,301,3012,30129,Actos lesivos de naturaleza sexual,"Agresión sexual que no esté descrita ni clasificada en las categorías 030121 y 030122. - Agresión sexual, tal como se define en 03012.",Voyerismo,Aplicar todas las exclusiones enumeradas en 03012,81 Por voyerismo se entiende la obtención de gratificación sexual mediante la observación de personas que no saben que son observadas y que están parcial o totalmente desnudas o realizando actos sexuales.
3019,Otros actos de violencia sexual,Otros actos de violencia sexual,True,3,301,3019,,Actos lesivos de naturaleza sexual,"Violencia sexual no descrita ni clasificada en las categorías 03011 y 03012. - Violencia sexual, tal como se define en 0301.",,Aplicar todas las exclusiones enumeradas en 0301,
302,Explotacion sexual,Explotación sexual,True,3,302,,,Actos lesivos de naturaleza sexual,"Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho económico, físico, social o político mediante la prostitución o los actos sexuales de una persona.",Aplicar todas las inclusiones enumeradas en 03021 a 03029,"Violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021)","82 La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales."
3021,Explotacion sexual de adultos,Explotación sexual de adultos,True,3,302,3021,,Actos lesivos de naturaleza sexual,"Explotación sexual de un adulto. - Explotación sexual, tal como se define en 0302.","Captación, persuasión o adquisición de una persona para la prostitución; proxenetismo; mantenimiento, administración o financiación intencional de un prostíbulo; arrendamiento o alquiler intencional de un edificio u otro local con fines de prostitución ajena",Aplicar todas las exclusiones enumeradas en 0302,
3022,Explotacion sexual de menores,Explotación sexual de menores,True,3,302,3022,,Actos lesivos de naturaleza sexual,"Explotación sexual de un menor. - Explotación sexual, tal como se define en 0302. - Menor, tal como se define en la legislación nacional.","Posesión de pornografía infantil, creación de pornografía infantil, captación, persuasión, adquisición de un menor para la prostitución; proxenetismo; mantenimiento, administración o financiación intencional de un prostíbulo con fines de prostitución infantil; arrendamiento o alquiler intencional de un edificio u otro local con fines de prostitución infantil; aplicar todas las inclusiones enumeradas en 030221 a 030229",Violación de un menor por presunción legal (030113); aplicar todas las exclusiones enumeradas en 0302,
30221,Pornografia infantil,Pornografía infantil,True,3,302,3022,30221,Actos lesivos de naturaleza sexual,"Captar, preparar, entregar o controlar a un menor con el fin de crear pornografía infantil o con fines de posesión, divulgación, transmisión, exhibición o venta de pornografía infantil. - Menor, tal como se define en la legislación nacional.","Posesión de pornografía infantil; distribución de pornografía infantil; creación de pornografía infantil; descarga de pornografía infantil, obtención de imágenes sexuales u otros tipos de materiales relacionados con el abuso de menores",Delitos de pornografía (08022); aplicar todas las exclusiones enumeradas en 03022,"83 La pornografía infantil se refiere, como mínimo, a la representación visual de un menor que mantiene una conducta sexualmente explícita, una persona real que parezca ser menor de edad que participa en actos sexualmente explícitos, o imágenes realistas de un menor no existente que mantiene una conducta sexualmente explícita."
30222,Prostitucion infantil,Prostitución infantil,True,3,302,3022,30222,Actos lesivos de naturaleza sexual,"Captación, persuasión o adquisición de un menor con fines de prostitución u obtención de los servicios sexuales de un menor prostituido. - Prostitución, tal como se define en la nota 82. - Menor, tal como se define en la legislación nacional.","Pago por los servicios sexuales de un menor, captación, persuasión o adquisición de un menor con fines de prostitución; proxenetismo, mantenimiento, administración o financiación intencional de un prostíbulo con fines de prostitución infantil; arrendamiento o alquiler intencional de un edificio u otro local con fines de prostitución infantil",Aplicar todas las exclusiones enumeradas en 03022,"82 La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales. 84 Artículo 3 1) I b) del Protocolo facultativo de la Convención de las Naciones Unidas sobre los Derechos del Niño relativo a la venta de niños, la prostitución infantil y la utilización de niños en la pornografía, de 2000."
30223,Captacion de menores con fines sexuales,Captación de menores con fines sexuales,True,3,302,3022,30223,Actos lesivos de naturaleza sexual,"Entablar contacto con un menor, seguido de actos materiales que culminan en un encuentro con fines sexuales. - Menor, tal como se define en la legislación nacional.",Captación por Internet; entablar contacto con un menor por Internet y exponerlo gradualmente a materiales de contenido sexual explícito; entablar contacto personal con un menor con el fin de exponerlo gradualmente a materiales de contenido sexual explícito,Aplicar todas las exclusiones enumeradas en 0302,"85 Consejo de Europa, Sexual violence against children – The European legislative framework and outline of Council of Europe conventions and European Union policy, pág. 63."
30229,Otras formas de explotacion sexual de menores,Otras formas de explotación sexual de menores,True,3,302,3022,30229,Actos lesivos de naturaleza sexual,"Explotación sexual de menores no descrita ni clasificada en las categorías 030221 a 030223. - Explotación sexual, tal como se define en 0302. - Menor, tal como se define en la legislación nacional.",Actos impúdicos con un menor; captación de un menor con artimañas; obligar a un menor a presenciar un acto sexual o a ver pornografía; utilización de niños en el turismo sexual,Aplicar todas las exclusiones enumeradas en 03022,86 La utilización de niños en el turismo sexual es la explotación sexual comercial de menores por personas que viajan de un lugar a otro con ese fin.
3029,Otros actos de explotacion sexual,Otros actos de explotación sexual,True,3,302,3029,,Actos lesivos de naturaleza sexual,"Explotación sexual no descrita ni clasificada en las categorías 03021 y 03022. - Explotación sexual, tal como se define en 0302.",,Aplicar todas las exclusiones enumeradas en 0302,
309,Otros actos lesivos de naturaleza sexual,Otros actos lesivos de naturaleza sexual,True,3,309,,,Actos lesivos de naturaleza sexual,Actos lesivos de naturaleza sexual no descritos ni clasificados en las categorías 0301 y 0302.,,"Violencia sexual (0301); explotación sexual (0302); coacción (0203); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); aplicar todas las exclusiones enumeradas en 0301 y 0302",
401,Robo,Robo,True,4,401,,,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal.,Hurto con violencia; bandolerismo; robo en banda armada; aplicar todas las inclusiones enumeradas en 04011 a 04019,"Robo con entrada ilícita, hurto y otros actos solamente relacionados con la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); secuestro (02022); exigir un curso de acción determinado mediante amenaza escrita o verbal (02051)","87 Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces."
4011,Robo a personas,Robo a personas,True,4,401,4011,,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo de bienes personales mediante el contacto directo con la víctima. - Robo, tal como se define en 0401.",Aplicar todas las inclusiones enumeradas en 040111 a 040119,Aplicar todas las exclusiones enumeradas en 0401,"87 Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces."
40111,Robo a personas en lugares publicos,Robo a personas en lugares públicos,True,4,401,4011,40111,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo de bienes personales en un lugar público. - Robo, tal como se define en 0401. - Bienes personales, tal como se definen en la nota 87.",Robo callejero; asalto; arrebato de bolsos con uso de la fuerza,Aplicar todas las exclusiones enumeradas en 04011,"87 Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces. 88 Un lugar público se refiere, como mínimo, a un lugar abierto y accesible para todos."
40112,Robo a personas en lugares privados,Robo a personas en lugares privados,True,4,401,4011,40112,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo de bienes personales en un lugar privado. - Robo, tal como se define en 0401. - Bienes personales, tal como se definen en la nota 87.",Uso de la fuerza o amenazas de uso de la fuerza como parte de un robo con violación de domicilio,Aplicar todas las exclusiones enumeradas en 04011,"87 Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces. 89 Un lugar privado se refiere, como mínimo, a un lugar utilizado exclusivamente con fines personales o para encuentros privados y donde el público no tiene libre acceso."
40119,Otras formas de robo a personas,Otras formas de robo a personas,True,4,401,4011,40119,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo a personas no descrito ni clasificado en las categorías 040111 y 040112. - Robo, tal como se define en 0401.",Robo a personas en distintos lugares,Aplicar todas las exclusiones enumeradas en 04011,
4012,Robo de objetos de valor o bienes en transito,Robo de objetos de valor o bienes en tránsito,True,4,401,4012,,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo de bienes en tránsito. - Robo, tal como se define en 0401.",Aplicar todas las inclusiones enumeradas en 040121 y 040122,Aplicar todas las exclusiones enumeradas en 0401,
40121,Robo de automoviles o vehiculos,Robo de automóviles o vehículos,True,4,401,4012,40121,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo de un vehículo en tránsito a la persona que opera el vehículo o de sus pasajeros. - Robo, tal como se define en 0401. - Vehículo, tal como se define en la nota 49.",Secuestro de vehículos; robo de bienes de un vehículo en tránsito; robo en taxis; robo de furgonetas de seguridad; robo en trenes,Hurto de vehículos de motor o de sus piezas (05021); aplicar todas las exclusiones enumeradas en 04012,"49 Un vehículo es, como mínimo, un dispositivo o estructura para el transporte de personas u objetos e incluye automóviles, motocicletas, camiones, autobuses, trenes, embarcaciones, aeronaves, bicicletas, caballos, tractores, etc."
40129,Otras formas de robo de objetos de valor o bienes en transito,Otras formas de robo de objetos de valor o bienes en tránsito,True,4,401,4012,40129,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo de objetos de valor o bienes en tránsito no descrito ni clasificado en 040121. - Robo, tal como se define en 0401.",Robo de cargamentos en la carretera,Aplicar todas las exclusiones enumeradas en 04012,
4013,Robo a establecimientos o instituciones,Robo a establecimientos o instituciones,True,4,401,4013,,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo a establecimientos o instituciones. - Robo, tal como se define en 0401.",Aplicar todas las inclusiones enumeradas en 040131 y 040132,Aplicar todas las exclusiones enumeradas en 0401,
40131,Robo a instituciones financieras,Robo a instituciones financieras,True,4,401,4013,40131,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo a instituciones financieras. - Robo, tal como se define en 0401.",Robo en bancos; robo de cajeros automáticos,Aplicar todas las exclusiones enumeradas en 04013,"90 Una institución financiera es, como mínimo, un establecimiento público o privado que se dedica a la realización de transacciones financieras, por ejemplo, inversiones, préstamos y depósitos."
40132,Robo a instituciones no financieras,Robo a instituciones no financieras,True,4,401,4013,40132,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo a instituciones no financieras. - Institución financiera, tal como se define en la nota 90. - Robo, tal como se define en 0401.",Robo en oficinas de correos; robo en gasolineras; robo en locales empresariales; robo en tiendas,Aplicar todas las exclusiones enumeradas en 04013,"90 Una institución financiera es, como mínimo, un establecimiento público o privado que se dedica a la realización de transacciones financieras, por ejemplo, inversiones, préstamos y depósitos."
4014,Robo de ganado,Robo de ganado,True,4,401,4014,,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Robo de ganado a su cuidador. - Robo, tal como se define en 0401.","Robo de vacas, cabras, ovejas, gallinas u otros tipos de ganado; robo de ganado",Hurto de ganado (05025); aplicar todas las exclusiones enumeradas en 0401,"91 El ganado se refiere, como mínimo, a animales domesticados que se utilizan para la obtención de alimentos, fibras y trabajo, y comprende especies como las vacas, ovejas, gallinas, cerdos, caballos y otras."
4019,Otros actos de robo,Otros actos de robo,True,4,401,4019,,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,"Actos de robo no descritos ni clasificados en las categorías 04011 a 04014. - Robo, tal como se define en 0401.",,Aplicar todas las exclusiones enumeradas en 0401,
409,Otros actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,Otros actos contra la propiedad que entrañan violencia o amenaza de violencia contra las personas,True,4,409,,,Actos contra la propiedad que entranan violencia o amenaza de violencia contra las personas,Actos contra la propiedad que entrañan violencia o amenaza de violencia contra las personas no descritos ni clasificados en 0401.,Expoliación/pillaje de un lugar no especificado; saqueo,"Daños a la propiedad (0504); robo con entrada ilícita, hurto y otros actos contra la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); robo (0401); secuestro o toma de rehenes (02022); aplicar todas las exclusiones enumeradas en 0401",
501,Robo con entrada ilicita,Robo con entrada ilícita,True,5,501,,,Actos contra la propiedad solamente,"Entrada no autorizada en una parte de un edificio o vivienda u otros locales con o sin el uso de la fuerza contra el edificio o vivienda, con la intención de cometer hurto o en el momento de cometerlo efectivamente. - Hurto, tal como se define en 0502.",Robo con fuerza en las cosas; entrada ilícita con la intención de cometer hurto; obtención de acceso mediante engaño con la intención de cometer hurto; aplicar todas las inclusiones enumeradas en 05011 a 05019,"Sustracción u obtención ilícitas de bienes con la intención de privar de ellos a una persona u organización de forma permanente o temporal sin consentimiento y sin el uso de la fuerza, amenazas de uso de la fuerza o violencia, coacción o engaño (0502); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); sustracción u obtención ilícitas de bienes directamente a una persona con la intención de privar de ellos a una persona u organización de forma permanente o temporal mediante el uso de la fuerza o la amenaza de uso de la fuerza (0401)",
5011,Robo con entrada ilicita en locales comerciales,Robo con entrada ilícita en locales comerciales,True,5,501,5011,,Actos contra la propiedad solamente,"Robo con entrada ilícita en locales comerciales. - Robo con entrada ilícita, tal como se define en 0501.",Robo con fuerza en las cosas en locales comerciales; robo mediante embestida con vehículo; entrada ilícita en un local con la intención de cometer hurto,Aplicar todas las exclusiones enumeradas en 0501,"92 Los locales comerciales se refieren, como mínimo, a la estructura o la tierra donde se encuentra una empresa comercial o industrial e incluye edificios de oficinas, comercios, clubes, bancos, fábricas, estaciones de servicio, hoteles, centros comerciales, establecimientos de venta al por menor, explotaciones agrícolas, almacenes y otros terrenos o edificaciones."
5012,Robo con entrada ilicita en domicilios particulares,Robo con entrada ilícita en domicilios particulares,True,5,501,5012,,Actos contra la propiedad solamente,"Robo con entrada ilícita en domicilios particulares. - Robo con entrada ilícita, tal como se define en 0501.",Robo con fuerza en las cosas en domicilios particulares; entrada ilícita en domicilios particulares con la intención de cometer hurto; robo con fuerza en las cosas en cobertizos o garajes que pertenezca a domicilios particulares,Aplicar todas las exclusiones enumeradas en 0501,"93 Los domicilios particulares se refieren, como mínimo, a los bienes raíces propios de una persona, o alquilados o arrendados por ella."
50121,Robo con entrada ilicita en residencias particulares permanentes,Robo con entrada ilícita en residencias particulares permanentes,True,5,501,5012,50121,Actos contra la propiedad solamente,"Robo con entrada ilícita en domicilios particulares donde las víctimas acostumbran vivir durante la mayor parte del año. - Robo con entrada ilícita, tal como se define en 0501.","Robo con entrada ilícita en una casa, apartamento u otro tipo de vivienda que sea el lugar de residencia habitual de la víctima",Aplicar todas las exclusiones enumeradas en 0501,
50122,Robo con entrada ilicita en residencias particulares no permanentes,Robo con entrada ilícita en residencias particulares no permanentes,True,5,501,5012,50122,Actos contra la propiedad solamente,"Robo con entrada ilícita en domicilios particulares donde las víctimas solo viven temporalmente a lo largo del año. - Robo con entrada ilícita, tal como se define en 0501.","Robo con entrada ilícita en casas de verano, robo con entrada ilícita en viviendas secundarias, robo con entrada ilícita en habitaciones de hotel u otros locales alquilados temporalmente",Aplicar todas las exclusiones enumeradas en 0501,
5013,Robo con entrada ilicita en locales publicos,Robo con entrada ilícita en locales públicos,True,5,501,5013,,Actos contra la propiedad solamente,"Robo con entrada ilícita en locales públicos. - Robo con entrada ilícita, tal como se define en 0501.",Robo con fuerza en las cosas en locales públicos; entrada ilícita en inmuebles públicos con la intención de cometer un delito,Aplicar todas las exclusiones enumeradas en 0501,"94 Los locales públicos se refieren, como mínimo, a inmuebles de propiedad del Gobierno u otros órganos públicos, o alquilados o arrendados por estos."
5019,Otros actos de robo con entrada ilicita,Otros actos de robo con entrada ilícita,True,5,501,5019,,Actos contra la propiedad solamente,"Actos de robo con entrada ilícita no descritos ni clasificados en las categorías 05011 a 05013. - Robo con entrada ilícita, tal como se define en 0501.","Robo con entrada ilícita en casas móviles; robo con entrada ilícita en locales que no se pueden identificar como locales públicos, privados o comerciales",Aplicar todas las exclusiones enumeradas en 0501,
502,Hurto,Hurto,True,5,502,,,Actos contra la propiedad solamente,"Sustracción u obtención ilícitas de bienes con la intención de privar permanentemente de ellos a una persona u organización, sin consentimiento y sin el uso de la fuerza, amenazas de uso de la fuerza o violencia, coacción o engaño.",Aplicar todas las inclusiones enumeradas en 05021 a 05029,"Posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); obtención de dinero u otros beneficios o evasión de responsabilidades por medios engañosos o conducta deshonesta (0701); robo (0401); daños a la propiedad (0504); hurto tras el acceso no autorizado a un local (0501); hurto de propiedad intelectual (0503); robo de identidad (07019)",
5021,Hurto de vehiculos de motor o de sus piezas,Hurto de vehículos de motor o de sus piezas,True,5,502,5021,,Actos contra la propiedad solamente,"Hurto de un vehículo de motor o de piezas de vehículos de motor. - Hurto, tal como se define en 0502. - Vehículo de motor, tal como se define en la nota 95.",Aplicar todas las inclusiones enumeradas en 050211 a 050219,Robo de automóviles o vehículos (040121); aplicar todas las exclusiones enumeradas en 0502,"95 Por vehículos de motor se entienden todos los vehículos automotores, con inclusión de automóviles, motocicletas, embarcaciones y aeronaves."
50211,Hurto de vehiculos terrestres de motor,Hurto de vehículos terrestres de motor,True,5,502,5021,50211,Actos contra la propiedad solamente,"Hurto de vehículos terrestres de motor. - Hurto, tal como se define en 0502. - Vehículo terrestre de motor, tal como se define en la nota 95.","Sustracción de automóviles, furgonetas o camiones; hurto de motocicleta",Utilización ilegal de un vehículo de motor (050212); hurto de piezas de vehículos de motor (050213); hurto de bienes personales de un vehículo de motor (050221); aplicar todas las exclusiones enumeradas en 05021,"95 Por vehículo terrestre de motor se entienden todos los vehículos terrestres de motor que transitan por las carreteras, incluidos los automóviles, motocicletas, autobuses, camiones y vehículos agrícolas o de construcción."
50212,Utilizacion ilegal de vehiculos terrestres de motor,Utilización ilegal de vehículos terrestres de motor,True,5,502,5021,50212,Actos contra la propiedad solamente,"Sustracción u obtención ilícitas de un vehículo terrestre de motor con la intención de privar permanentemente de él a una persona u organización, sin consentimiento y sin el uso de la fuerza, amenazas de uso de la fuerza o violencia, coacción o engaño. - Vehículo terrestre de motor, tal como se define en la nota 95.",Robo temporal de un vehículo,"Sustracción u obtención ilícitas de un vehículo de motor con la intención de privar permanentemente de él a su propietario (050211); hurto de piezas de vehículos de motor (050213); hurto de embarcaciones, aeronaves y otros vehículos (050219); hurto de bienes personales de un vehículo de motor (050221); aplicar todas las exclusiones enumeradas en 05021","95 Por vehículo terrestre de motor se entienden todos los vehículos terrestres de motor que transitan por las carreteras, incluidos los automóviles, motocicletas, autobuses, camiones y vehículos agrícolas o de construcción."
50213,Hurto de piezas de vehiculos terrestres de motor,Hurto de piezas de vehículos terrestres de motor,True,5,502,5021,50213,Actos contra la propiedad solamente,"Hurto de piezas de vehículos terrestres de motor. - Hurto, tal como se define en 0502. - Piezas, tal como se definen en la nota 95. - Vehículo terrestre de motor, tal como se define en la nota 95.","Hurto de neumáticos, motores, transmisiones, ventanillas de automóviles, etc.",Trasvase de lubricantes o combustibles o hurto de bienes personales de un vehículo de motor (050221); aplicar todas las exclusiones enumeradas en 05021,"95 Las piezas de vehículos son todo elemento o repuesto específicamente concebido para un vehículo y que son esenciales para su funcionamiento, con inclusión de motores, transmisiones, neumáticos y ventanillas."
50219,Otras formas de hurto de vehiculos de motor o de sus piezas,Otras formas de hurto de vehículos de motor o de sus piezas,True,5,502,5021,50219,Actos contra la propiedad solamente,"Hurto de vehículos de motor o de piezas de vehículos de motor no descrito ni clasificado en las categorías 050211 a 050213. - Hurto, tal como se define en 0502. - Vehículo de motor, tal como se define en la nota 95.",Hurto de embarcaciones o aeronaves; hurto de piezas de embarcaciones o aeronaves,Trasvase de lubricantes o combustibles o hurto de bienes personales de un vehículo de motor (050222); secuestro de vehículos y aeronaves (020223); aplicar todas las exclusiones enumeradas en 05021,"95 Por vehículos de motor se entienden todos los vehículos automotores, con inclusión de automóviles, motocicletas, embarcaciones y aeronaves."
