ID,data,type
30119,-,inclusion
30119,"Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho material, social o político mediante la prostitución o los actos sexuales de una persona (0302); coacción (0205); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto, que no equivale a violación y exhibicionismo (0802); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0208).",exclusion
30119,"45- La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto.",nota
3012,Agresión sexual,titulo
3012,"Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada que no equivalen a violación. Violación: ""Penetración sexual sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, abuso de poder o de una situación de vulnerabilidad, o concesión o recepción de beneficios*45"". ",descripcion
3012,Agresión sexual facilitada por drogas; hostigamiento sexual; agresión sexual contra un cónyuge en contra de su voluntad; agresión sexual contra una persona indefensa; tocamientos o manoseos no deseados; agresión sexual mediante el abuso de poder; amenaza de naturaleza sexual; voyerismo*46,inclusion
3012,"Violación (03011); actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho material, social o político mediante la prostitución o los actos sexuales de una persona (0302); coacción (0205); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto, que no equivale a violación y exhibicionismo (0802); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0208).",exclusion
3012,"45- La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto.",nota
3012,46- Por voyerismo se entiende la obtención de gratificación sexual mediante la observación de personas que no saben que son observadas y que están parcial o totalmente desnudas o realizando actos sexuales.,nota
30121,Agresión sexual física,titulo
30121,"Agresión sexual con contacto físico con la persona. Agresión sexual: ""Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada que no equivalen a violación"". Violación: ""Penetración sexual sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, abuso de poder o de una situación de vulnerabilidad, o concesión o recepción de beneficios*45"". ",descripcion
30121,Agresión sexual facilitada por drogas; tocamientos o manoseos no deseados; agresión sexual mediante el abuso de poder,inclusion
30121,"Violación (03011); actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho material, social o político mediante la prostitución o los actos sexuales de una persona (0302); coacción (0205); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto, que no equivale a violación y exhibicionismo (0802); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0208).",exclusion
30121,"45- La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto.",nota
30122,Agresión sexual no física,titulo
30122,"Agresión sexual sin contacto físico con la persona. Agresión sexual: ""Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada que no equivalen a violación"". Violación: ""Penetración sexual sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, abuso de poder o de una situación de vulnerabilidad, o concesión o recepción de beneficios*45"". ",descripcion
30122,"Hostigamiento sexual, amenaza de naturaleza sexual.",inclusion
30122,"Violación (03011); actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho material, social o político mediante la prostitución o los actos sexuales de una persona (0302); coacción (0205); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto, que no equivale a violación y exhibicionismo (0802); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0208).",exclusion
30122,"45- La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto.",nota
30129,Otros actos de agresión sexual no clasificacios en otra parte,titulo
30129,"Agresión sexual que no esté descrita ni clasificada en las categorías de agresión sexual con contacto físico con la persona ni agresión sexual sin contacto físico con la persona. Agresión sexual: ""Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada que no equivalen a violación"". Violación: ""Penetración sexual sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, abuso de poder o de una situación de vulnerabilidad, o concesión o recepción de beneficios*45"". ",descripcion
30129,Voyerismo*46,inclusion
30129,"Violación (03011); actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho material, social o político mediante la prostitución o los actos sexuales de una persona (0302); coacción (0205); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto, que no equivale a violación y exhibicionismo (0802); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0208).",exclusion
30129,"45- La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto.",nota
30129,46- Por voyerismo se entiende la obtención de gratificación sexual mediante la observación de personas que no saben que son observadas y que están parcial o totalmente desnudas o realizando actos sexuales.,nota
3019,Otros actos de violencia sexual,titulo
3019,"Violencia sexual no descrita ni clasificada en las categorías de violación (""Penetración sexual sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, abuso de poder o de una situación de vulnerabilidad, o concesión o recepción de beneficios*45."") ni agresión sexual (""Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada que no equivalen a violación""). Violencia sexual: ""Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada, sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, o mediante el abuso de poder o de una situación de vulnerabilidad."" Violación: ""Penetración sexual sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, abuso de poder o de una situación de vulnerabilidad, o concesión o recepción de beneficios*45"". ",descripcion
3019,-,inclusion
3019,"Violación (03011); actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho material, social o político mediante la prostitución o los actos sexuales de una persona (0302); coacción (0205); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto, que no equivale a violación y exhibicionismo (0802); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0208).",exclusion
3019,"45- La penetración sexual se refiere, como mínimo, a la penetración de la vulva, el ano o la boca con cualquier parte del cuerpo u objeto.",nota
302,Explotación sexual,titulo
302,"Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho económico, físico, social o político mediante la prostitución o los actos sexuales de una persona*47.",descripcion
302,"Captación, persuasión o adquisición de una persona para la prostitución; proxenetismo; mantenimiento, administración o financiación intencional de un prostíbulo; arrendamiento o alquiler intencional de un edificio u otro local con fines de prostitución ajena; posesión de pornografía infantil; distribución de pornografía infantil; creación de pornografía infantil; descarga de pornografía infantil, obtención de imágenes sexuales u otros tipos de materiales relacionados con el abuso de menores; pago por los servicios sexuales de un menor, captación, persuasión o adquisición de un menor con fines de prostitución; proxenetismo, mantenimiento, administración o financiación intencional de un prostíbulo con fines de prostitución infantil; arrendamiento o alquiler intencional de un edificio u otro local con fines de prostitución infantil; captación por Internet; entablar contacto con un menor por Internet y exponerlo gradualmente a materiales de contenido sexual explícito; entablar contacto personal con un menor con el fin de exponerlo gradualmente a materiales de contenido sexual explícito; actos impúdicos con un menor; captación de un menor con artimañas; obligar a un menor a presenciar un acto sexual o a ver pornografía; utilización de niños en el turismo sexual*51.",inclusion
302,"Violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021).",exclusion
302,"47- La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales.",nota
302,"51- La utilización de niños en el turismo sexual es la explotación sexual comercial de menores por personas que viajan de un lugar a otro con ese fin. (UNICEF, Commercial Sexual Exploitation of Children (CSEC) and Child Sexual Abuse (CSA) in the Pacific: A.",nota
3021,Explotación sexual de adultos,titulo
3021,"Explotación sexual de un adulto. Explotación sexual: ""Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho económico, físico, social o político mediante la prostitución o los actos sexuales de una persona*47.""",descripcion
3021,"Captación, persuasión o adquisición de una persona para la prostitución; proxenetismo; mantenimiento, administración o financiación intencional de un prostíbulo; arrendamiento o alquiler intencional de un edificio u otro local con fines de prostitución ajena.",inclusion
3021,"Violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021).",exclusion
3021,"47- La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales.",nota
3022,Explotación sexual de menores ,titulo
3022,"Explotación sexual de un menor. Explotación sexual: ""Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho económico, físico, social o político mediante la prostitución o los actos sexuales de una persona*47."" Menor, tal como se define en la legislación nacional.",descripcion
3022,"Posesión de pornografía infantil; distribución de pornografía infantil; creación de pornografía infantil; descarga de pornografía infantil, obtención de imágenes sexuales u otros tipos de materiales relacionados con el abuso de menores; pago por los servicios sexuales de un menor, captación, persuasión o adquisición de un menor con fines de prostitución; proxenetismo, mantenimiento, administración o financiación intencional de un prostíbulo con fines de prostitución infantil; arrendamiento o alquiler intencional de un edificio u otro local con fines de prostitución infantil; captación por Internet; entablar contacto con un menor por Internet y exponerlo gradualmente a materiales de contenido sexual explícito; entablar contacto personal con un menor con el fin de exponerlo gradualmente a materiales de contenido sexual explícito; Actos impúdicos con un menor; captación de un menor con artimañas; obligar a un menor a presenciar un acto sexual o a ver pornografía; utilización de niños en el turismo sexual*51.",inclusion
3022,"Violación de un menor por presunción legal (030113); violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021).",exclusion
3022,"47- La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales.",nota
3022,"51- La utilización de niños en el turismo sexual es la explotación sexual comercial de menores por personas que viajan de un lugar a otro con ese fin. (UNICEF, Commercial Sexual Exploitation of Children (CSEC) and Child Sexual Abuse (CSA) in the Pacific: A",nota
30221,Pornografía infantil,titulo
30221,"Captar, preparar, entregar o controlar a un menor con el fin de crear pornografía infantil o con fines de posesión, divulgación, transmisión, exhibición o venta de pornografía infantil*48. Menor, tal como se define en la legislación nacional.",descripcion
30221,"Posesión de pornografía infantil; distribución de pornografía infantil; creación de pornografía infantil; descarga de pornografía infantil, obtención de imágenes sexuales u otros tipos de materiales relacionados con el abuso de menores.",inclusion
30221,"Delitos de pornografía (08022); violación de un menor por presunción legal (030113); violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021).",exclusion
30221,"48- La pornografía infantil se refiere, como mínimo, a la representación visual de un menor que mantiene una conducta sexualmente explícita, una persona real que parezca ser menor de edad que participa en actos sexualmente explícitos, o imágenes realistas de un menor no existente que mantiene una conducta sexualmente explícita. (Artículo 20 del Convenio del Consejo de Europa para la Protección de los Niños contra la Explotación y el Abuso Sexual.)",nota
30222,Prostitución Infantil,titulo
30222,"Captación, persuasión o adquisición de un menor con fines de prostitución u obtención de los servicios sexuales de un menor prostituido*49 . Menor, tal como se define en la legislación nacional.",descripcion
30222,"Pago por los servicios sexuales de un menor, captación, persuasión o adquisición de un menor con fines de prostitución; proxenetismo, mantenimiento, administración o financiación intencional de un prostíbulo con fines de prostitución infantil; arrendamiento o alquiler intencional de un edificio u otro local con fines de prostitución infantil.",inclusion
30222,"Violación de un menor por presunción legal (030113); violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021).",exclusion
30222,"49- Artículo 3 1) I b) del Protocolo facultativo de la Convención de las Naciones Unidas sobre los Derechos del Niño relativo a la venta de niños, la prostitución infantil y la utilización de niños en la pornografía, de 2000.",nota
30223,Captación de menores con fines sexuales,titulo
30223,"Entablar contacto con un menor, seguido de actos materiales que culminan en un encuentro con fines sexuales*50. Menor, tal como se define en la legislación nacional.",descripcion
30223,Captación por Internet; entablar contacto con un menor por Internet y exponerlo gradualmente a materiales de contenido sexual explícito; entablar contacto personal con un menor con el fin de exponerlo gradualmente a materiales de contenido sexual explícito.,inclusion
30223,"Delitos de pornografía (08022); violación de un menor por presunción legal (030113); violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021).",exclusion
30223,"50- Consejo de Europa, “Sexual violence against children – The European legislative framework and outline of Council of Europe conventions and European Union policy”, pág. 63. En Internet: http://www.coe.int/t/dg3/children/1in5/Source/PublicationSexualViolence/Ruelle.pdf",nota
30229,Otras formas de explotación sexual de menores ,titulo
30229,"Explotación sexual de menores no descrita ni clasificada en las categorías de pornografía infantil (""Captar, preparar, entregar o controlar a un menor con el fin de crear pornografía infantil o con fines de posesión, divulgación, transmisión, exhibición o venta de pornografía infantil*48.), ni prostitución infantil (""Captación, persuasión o adquisición de un menor con fines de prostitución u obtención de los servicios sexuales de un menor prostituido*49) ni captación de menores con fines sexuales (""Entablar contacto con un menor, seguido de actos materiales que culminan en un encuentro con fines sexuales*50). Explotación sexual: ""Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho económico, físico, social o político mediante la prostitución o los actos sexuales de una persona*47."" Menor, tal como se define en la legislación nacional.",descripcion
30229,Actos impúdicos con un menor; captación de un menor con artimañas; obligar a un menor a presenciar un acto sexual o a ver pornografía; utilización de niños en el turismo sexual*51.,inclusion
30229,"Violación de un menor por presunción legal (030113); violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021).",exclusion
30229,"48- La pornografía infantil se refiere, como mínimo, a la representación visual de un menor que mantiene una conducta sexualmente explícita, una persona real que parezca ser menor de edad que participa en actos sexualmente explícitos, o imágenes realistas ",nota
30229,"49- Artículo 3 1) I b) del Protocolo facultativo de la Convención de las Naciones Unidas sobre los Derechos del Niño relativo a la venta de niños, la prostitución infantil y la utilización de niños en la pornografía, de 2000.",nota
30229,"50- Consejo de Europa, “Sexual violence against children – The European legislative framework and outline of Council of Europe conventions and European Union policy”, pág. 63. En Internet: http://www.coe.int/t/dg3/children/1in5/Source/PublicationSexualViolence/Ruelle.pdf",nota
30229,"47- La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales.",nota
30229,"51- La utilización de niños en el turismo sexual es la explotación sexual comercial de menores por personas que viajan de un lugar a otro con ese fin. (UNICEF, Commercial Sexual Exploitation of Children (CSEC) and Child Sexual Abuse (CSA) in the Pacific: A Regional Report. Suva, Fiji, 2006. En Internet: http://www.unicef.org/eapro/Pacific_CSEC_report.pdf)",nota
3029,Otros actos de explotación sexual,titulo
3029,"Explotación sexual no descrita ni clasificada en las categorías de explotación sexual de adultos, ni explotación sexual de menores. Explotación sexual: ""Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho económico, físico, social o político mediante la prostitución o los actos sexuales de una persona*47."" Menor, tal como se define en la legislación nacional. ",descripcion
3029,-,inclusion
3029,"Violación (03011); violencia sexual (0301); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); delitos en razón de la condición de menor de edad (11021).",exclusion
3029,"47- La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales.",nota
309,Otros actos lesivos de naturaleza sexual,titulo
309,"Actos lesivos de naturaleza sexual no descritos ni clasificados como violencia sexual (""Acto sexual no deseado, intento de conseguir un acto sexual, o contacto o comunicación con atención sexual no deseada, sin consentimiento válido o con consentimiento obtenido mediante intimidación, fuerza, fraude, coacción, amenazas, engaño, uso de drogas o alcohol, o mediante el abuso de poder o de una situación de vulnerabilidad"")ni explotación sexual (""Actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho económico, físico, social o político mediante la prostitución o los actos sexuales de una persona*47"").",descripcion
309,-,inclusion
309,"Violación (03011); violencia sexual (0301); coacción (0205); delitos de prostitución, delitos de pornografía y otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público, como el incesto y el exhibicionismo (0802); abuso de funciones (07033); agresiones y amenazas (0201); esclavitud y explotación que no equivalen a actos lesivos de naturaleza sexual (0203); trata de personas con fines de explotación sexual (02041); hostigamiento y acoso (0207); actos de abuso de una situación de vulnerabilidad, poder o confianza, o uso de la fuerza o amenazas de uso de la fuerza, para sacar provecho material, social o político mediante la prostitución o los actos sexuales de una persona (0302); delitos de prostitución; delitos en razón de la condición de menor de edad (11021).",exclusion
309,"47- La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales.",nota
4,Actos contra la propiedad que entrañan violencia o amenaza de violencia contra las personas,titulo
401,Robo,titulo
401,Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal.,descripcion
401,"Hurto con violencia; bandolerismo; robo en banda armada; robo callejero; asalto; arrebato de bolsos con uso de la fuerza; uso de la fuerza o amenazas de uso de la fuerza como parte de un robo con violación de domicilio; robo a personas en distintos lugares; secuestro de vehículos; robo de bienes de un vehículo en tránsito; robo en taxis; robo de furgonetas de seguridad; robo en trenes; robo de cargamentos en la carretera; robo en bancos; robo de cajeros automáticos; robo en oficinas de correos; robo en gasolineras; robo en locales empresariales; robo en tiendas;  robo de vacas, cabras, ovejas, gallinas u otros tipos de ganado; robo de ganado.",inclusion
401,"Robo con entrada ilícita, hurto y otros actos solamente relacionados con la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); secuestro (02022); exigir un curso de acción determinado mediante amenaza escrita o verbal (02051).",exclusion
4011,Robo a personas,titulo
4011,"Robo de bienes personales mediante el contacto directo con la víctima*52. Robo: ""Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal.""",descripcion
4011,Robo callejero; asalto; arrebato de bolsos con uso de la fuerza; uso de la fuerza o amenazas de uso de la fuerza como parte de un robo con violación de domicilio; robo a personas en distintos lugares.,inclusion
4011,"Robo con entrada ilícita, hurto y otros actos solamente relacionados con la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); secuestro (02022); exigir un curso de acción determinado mediante amenaza escrita o verbal (02051).",exclusion
4011,"52- Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces.",nota
40111,Robo a personas en lugares públicos,titulo
40111,"Robo de bienes personales en un lugar público*53. Robo: ""Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal."" Bienes personales: ""Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces.""",descripcion
40111,Robo callejero; asalto; arrebato de bolsos con uso de la fuerza.,inclusion
40111,"Robo con entrada ilícita, hurto y otros actos solamente relacionados con la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); secuestro (02022); exigir un curso de acción determinado mediante amenaza escrita o verbal (02051).",exclusion
40111,"53- Un lugar público se refiere, como mínimo, a un lugar abierto y accesible para todos.",nota
40112,Robo a personas en lugares privados,titulo
40112,"Robo de bienes personales en un lugar privado*54. Robo: ""Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal."" Bienes personales: ""Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces.""",descripcion
40112,Uso de la fuerza o amenazas de uso de la fuerza como parte de un robo con violación de domicilio.,inclusion
40112,"Robo con entrada ilícita, hurto y otros actos solamente relacionados con la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); secuestro (02022); exigir un curso de acción determinado mediante amenaza escrita o verbal (02051).",exclusion
40112,"54- Un lugar privado se refiere, como mínimo, a un lugar utilizado exclusivamente con fines personales o para encuentros privados y donde el público no tiene libre acceso.",nota
40119,Otras formas de robo a personas,titulo
40119,"Robo a personas no descrito ni clasificado en las categorías de robo de personas en un lugar público*53, bi robo de personas en un lugar privado*54. Robo: ""Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal.""Bienes personales: ""Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces.""",descripcion
40119,Robo a personas en distintos lugares.,inclusion
40119,"Robo con entrada ilícita, hurto y otros actos solamente relacionados con la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); secuestro (02022); exigir un curso de acción determinado mediante amenaza escrita o verbal (02051).",exclusion
40119,"53- Un lugar público se refiere, como mínimo, a un lugar abierto y accesible para todos.",nota
40119,"54- Un lugar privado se refiere, como mínimo, a un lugar utilizado exclusivamente con fines personales o para encuentros privados y donde el público no tiene libre acceso.",nota
4012,Robo de objetos de valor o bienes en tránsito,titulo
4012,"Robo de bienes en tránsito. Robo: ""Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal.""",descripcion
4012,Secuestro de vehículos; robo de bienes de un vehículo en tránsito; robo en taxis; robo de furgonetas de seguridad; robo en trenes; robo de cargamentos en la carretera. ,inclusion
4012,"Robo con entrada ilícita, hurto y otros actos solamente relacionados con la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); secuestro (02022); exigir un curso de acción determinado mediante amenaza escrita o verbal (02051). ",exclusion
40121,Robo de automóviles o vehículos,titulo
40121,"Robo de un vehículo en tránsito a la persona que opera el vehículo o de sus pasajeros. Robo: ""Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal.""",descripcion
40121,Secuestro de vehículos; robo de bienes de un vehículo en tránsito; robo en taxis; robo de furgonetas de seguridad; robo en trenes.,inclusion
40121,"Hurto de vehículos de motor o de sus piezas (05021); robo con entrada ilícita, hurto y otros actos solamente relacionados con la propiedad (05); agresiones y amenazas (0201); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); daños a la propiedad (0504); secuestro (02022); exigir un curso de acción determinado mediante amenaza escrita o verbal (02051). ",exclusion
40129,Otras formas de robo de objetos de valor o bienes en tránsito ,titulo
40129,"Robo de objetos de valor o bienes en tránsito no descrito ni clasificado en las categorías de robo de automóviles o vehículos (""Robo de un vehículo en tránsito a la persona que opera el vehículo o de sus pasajeros""). Robo: ""Sustracción u obtención ilícita de bienes mediante el uso de la fuerza o la amenaza de uso de la fuerza contra una persona con la intención de privar de esos bienes a una persona u organización de forma permanente o temporal.",descripcion
40129,Robo de cargamentos en la carretera. ,inclusion
