"codigo_iccs","glosa_iccs","descripcion","inclusiones","exclusiones","notas"
"6019","Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización","Manipulación, posesión o uso ilícitos de drogas o precursores sujetos a fiscalización para consumo personal y no personal que no estén descritos ni clasificados en las categorías 06011 y 06012. - Drogas sujetas a fiscalización, tal como se definen en la nota 98. - Precursores, tal como se definen en la nota 98.","Emisión, manipulación o venta de recetas médicas falsificadas o alteradas; actos ilícitos relacionados con accesorios para producir (o consumir) drogas; promoción del consumo de drogas sujetas a fiscalización; publicidad ilícita de sustancias sujetas a fiscalización","Delitos de importación o exportación (08042); delitos aduaneros (08041); aplicar todas las exclusiones enumeradas en 0601","98 Las drogas sujetas a fiscalización son estupefacientes y sustancias sicotrópicas clasificadas como tales con arreglo a la Convención Única de 1961 sobre Estupefacientes, enmendada por el Protocolo de 1972, y el Convenio sobre Sustancias Sicotrópicas de 1971. Los precursores son sustancias utilizadas frecuentemente en la producción ilícita de estupefacientes y sustancias sicotrópicas, tal como se definen en la Convención contra el Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas de 1988."
"602","Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización","Manipulación, posesión o uso ilícitos de productos alcohólicos, productos de tabaco u otras sustancias sujetas a fiscalización para consumo personal y no personal.","Aplicar todas las inclusiones enumeradas en 06021 a 06029","Utilización de un vehículo bajo los efectos de sustancias psicoactivas (02072); infracciones relacionadas con el consumo o la venta de alcohol o tabaco a menores (11021); causar la muerte por conducir bajo la influencia de drogas o alcohol (010321); delitos de importación o exportación (08042); delitos aduaneros (08041)",""
"6021","Producción, manipulación, posesión o uso ilícitos de productos alcohólicos","Manipulación, posesión, uso, producción, tráfico o distribución ilícitos de productos alcohólicos para consumo personal y no personal.","Elaboración ilegal de bebidas alcohólicas; destilación ilegal de bebidas alcohólicas; elaboración ilegal de bebidas alcohólicas; suministrar bebidas alcohólicas a una persona ebria; aplicar todas las inclusiones enumeradas en 060211 a 060219","Aplicar todas las exclusiones enumeradas en 0602",""
"60211","Posesión o uso ilícitos de productos alcohólicos","Posesión o uso ilícitos de productos alcohólicos para consumo personal.","Posesión, uso o consumo ilegal de productos alcohólicos","Infracciones relacionadas con el consumo o la venta de alcohol a menores (11021); aplicar todas las exclusiones enumeradas en 06021",""
"60212","Producción, tráfico o distribución ilícitos de productos alcohólicos","Producción, venta, distribución, entrega, corretaje, envío, expedición en tránsito, transporte, importación o exportación ilícitos de productos alcohólicos no destinados al consumo personal.","Violación de las restricciones sobre la obtención de productos alcohólicos; violación de las restricciones sobre la distribución o venta de productos alcohólicos","Aplicar todas las exclusiones enumeradas en 06021",""
"60219","Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos","Manipulación, posesión, uso, producción, tráfico o distribución ilícitos de productos alcohólicos para consumo personal y no personal que no estén descritos ni clasificados en las categorías 060211 a 060219.","Promoción o publicidad ilícitas de productos alcohólicos; promoción del consumo ilícito de bebidas alcohólicas","Aplicar todas las exclusiones enumeradas en 06021",""
"6022","Producción, manipulación, posesión o uso ilícitos de productos de tabaco","Manipulación, posesión, uso, producción, tráfico o distribución ilícitos de productos de tabaco para consumo personal y no personal.","Aplicar todas las inclusiones enumeradas en 060221 a 060229","Aplicar todas las exclusiones enumeradas en 0602",""
"60221","Posesión o uso ilícitos de productos de tabaco","Posesión o uso ilícitos de productos de tabaco para consumo personal.","Posesión, uso o consumo de productos de tabaco en lugares prohibidos; fumar en aeronaves","Violación de la edad mínima para fumar o masticar tabaco o venta de productos de tabaco a un menor (11021); aplicar todas las exclusiones enumeradas en 06022",""
"60222","Producción, tráfico o distribución ilícitos de productos de tabaco","Producción, venta, distribución, entrega, corretaje, envío, expedición en tránsito, transporte, importación o exportación ilícitos de productos de tabaco no destinados al consumo personal.","Infracción penal de las restricciones sobre la obtención de productos de tabaco; infracción penal de las restricciones sobre la distribución o venta de productos de tabaco","Aplicar todas las exclusiones enumeradas en 06022",""
"60229","Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco","Manipulación, posesión, uso, producción, tráfico o distribución ilícitos de productos de tabaco para consumo personal y no personal que no estén descritos ni clasificados en las categorías 060221 y 060222.","Promoción o publicidad ilícitas de productos de tabaco; promoción del consumo ilícito de productos de tabaco","Aplicar todas las exclusiones enumeradas en 06022",""
"6029","Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización","Manipulación, posesión o uso ilícitos de productos alcohólicos, productos de tabaco u otras sustancias sujetas a fiscalización para consumo personal y no personal que no estén descritos ni clasificados en las categorías 06021 y 06022.","Dopaje con sustancias sujetas a fiscalización; distribución o consumo ilegal de productos medicinales o de otro tipo utilizados para aumentar el rendimiento deportivo; incitación al dopaje; comercio de sustancias medicinales u otras sustancias sujetas a fiscalización","Aplicar todas las exclusiones enumeradas en 06021 y 06022",""
"609","Otros actos relacionados con drogas sujetas a fiscalización u otras sustancias psicoactivas","Actos relacionados con drogas sujetas a fiscalización u otras sustancias psicoactivas no descritos ni clasificados en las categorías 0601 y 0602. - Drogas sujetas a fiscalización, tal como se definen en la nota 98.","","Utilización de un vehículo bajo los efectos de sustancias psicoactivas (02072); infracciones relacionadas con el consumo o la venta de alcohol o tabaco a menores (11021); causar la muerte por conducir bajo la influencia de drogas o alcohol (010321); delitos de importación o exportación (8042); delitos aduaneros (08041); aplicar todas las exclusiones enumeradas en 0601 y 0602","98 Las drogas sujetas a fiscalización son estupefacientes y sustancias sicotrópicas clasificadas como tales con arreglo a la Convención Única de 1961 sobre Estupefacientes, enmendada por el Protocolo de 1972, y el Convenio sobre Sustancias Sicotrópicas de 1971."
"701","Fraude","Obtención de dinero u otros beneficios, o evasión de responsabilidades por medios engañosos o conducta deshonesta.","Fraude hipotecario, fraude financiero, curanderismo, suplantación, robo de identidad; posesión, creación o utilización de pesas falsas para medir; aplicar todas las inclusiones enumeradas en 07011 a 07019","Obtención de dinero sin conducta deshonesta pero con la intención de no devolverlo al dueño (0502); insolvencia fraudulenta, utilización indebida de información privilegiada y otros actos contrarios a los reglamentos comerciales financieros (08042); fraude electoral (08079); enriquecimiento ilícito (07035)",""
"7011","Fraude financiero","Fraude relacionado con transacciones financieras para obtener provecho personal. Incluye el uso de productos financieros para el consumidor, como cuentas bancarias, tarjetas de crédito, cheques, tarjetas de tiendas o sistemas bancarios en línea. - Fraude, tal como se define en 0701.","Fraude bancario; fraude de inversión; fraude con cheques o tarjetas de crédito; fraude con tarjetas de tiendas; fraude bancario en línea; emisión de cheques sin fondos; aplicar todas las inclusiones enumeradas en 070111 y 070112","Transacciones financieras con el fin de encubrir, trasladar o disimular el producto del delito (07041); malversación o peculado (07032); aplicar todas las exclusiones enumeradas en 0701",""
"70111","Fraude financiero contra el Estado","Fraude financiero contra el Estado. - Fraude financiero, tal como se define en 07011.","Fraude en las adquisiciones y fraude de contratistas; fraude basado en afirmaciones falsas que no equivale a fraude médico","Fraude fiscal y fraude a la seguridad social (08041); aplicar todas las exclusiones enumeradas en 07011",""
"70112","Fraude financiero contra personas naturales o jurídicas","Fraude financiero contra personas naturales o jurídicas. - Fraude financiero, tal como se define en 07011.","Fraude hipotecario; fraude bursátil; fraude de inversión; fraude bancario","Aplicar todas las exclusiones enumeradas en 07011","99 Por persona natural se entiende un ser humano que la ley distingue de una persona jurídica. Por persona jurídica se entiende una asociación, corporación, sociedad, empresa unipersonal, fideicomiso o persona que tenga la capacidad de celebrar acuerdos o contratos, asumir obligaciones y hacerse responsable de actividades ilegales."
"7019","Otros actos de fraude","Fraude no descrito ni clasificado en 07011. - Fraude, tal como se define en 0701.","Posesión, creación o utilización de pesas falsas para medir; fraude médico o curanderismo que no equivalen a mala praxis ni negligencia médica; omisión fraudulenta relacionada con el suministro de bienes de consumo u obtención de bienes mediante fraude; contabilidad falsa; ocultación o destrucción de dinero; utilización fraudulenta de la red de telecomunicaciones; fraude relacionado con los seguros; ejercicio de un oficio o profesión sin licencia o sin estar registrado; robo de identidad; representación engañosa de la identidad o la situación profesional; suplantación; pretensión de matrimonio fraudulento; creación u operación de un plan piramidal; estafa","Transacciones financieras con el fin de encubrir, trasladar o disimular el producto del delito (07041); malversación o peculado (07032); enriquecimiento ilícito (07035); fraude fiscal (08041); aplicar todas las exclusiones enumeradas en 0701",""
"702","Falsificación","Creación, fabricación, venta, traslado o posesión de una imitación no autorizada de productos, o de un instrumento que sirva para crear una imitación no autorizada de productos.","Creación o alteración fraudulenta de bienes, documentos o dinero; creación, recepción, obtención o posesión fraudulenta de instrumentos, artículos, programas informáticos y otros medios de falsificación; importación, exportación, transporte, recepción u obtención de mercancías, monedas o documentos falsificados a sabiendas de que son falsificados; aplicar todas las inclusiones enumeradas en 07021 a 07029","Creación de identidad falsa o suplantación de una persona (07019); utilización de un visado falsificado (0805); posesión, creación o utilización de pesas falsas para medir (07019); copia, utilización o reproducción ilegal u otras violaciones del derecho de autor, patentes, marcas de fábrica o de comercio u otros tipos de propiedad intelectual (0503); contrabando de bienes (08044)",""
"7021","Falsificación de medios de pago","Creación, fabricación, traslado, uso o posesión de medios de pago falsificados o de un instrumento que sirva para crear una imitación no autorizada, valiéndose o no de sistemas informáticos.","Falsificación de monedas o billetes; falsificación de sellos o boletos; posesión de un artículo para la creación de medios de pago falsificados; falsificación de medios de pago distintos del efectivo; aplicar todas las inclusiones enumeradas en 070211 a 070219","Aplicar todas las exclusiones enumeradas en 0702",""
"70211","Falsificación de medios de pago en efectivo","Creación, fabricación, traslado, uso o posesión de medios de pago en efectivo falsificados o de un instrumento que sirva para crear una imitación no autorizada, valiéndose o no de sistemas informáticos.","Creación o alteración fraudulenta de billetes y monedas; creación, recepción, obtención o posesión fraudulenta de instrumentos, artículos, programas informáticos y otros medios de falsificar o alterar billetes y monedas; importación, exportación, transporte, recepción u obtención de billetes y monedas falsificados a sabiendas de que son falsificados","Falsificación de medios de pago distintos del efectivo (070219); fraude financiero (07011); actos relacionados con el producto del delito (0704); aplicar todas las exclusiones enumeradas en 07021","100 Los medios de pago en efectivo se refieren a billetes y monedas de curso legal."
"70212","Falsificación de medios de pago distintos del efectivo","Creación, fabricación, traslado, uso o posesión de medios de pago falsificados distintos del efectivo o de un instrumento que sirva para crear una imitación no autorizada, valiéndose o no de sistemas informáticos.","Creación o alteración fraudulenta de formas de pago distintas del efectivo; creación, recepción, obtención o posesión fraudulenta de instrumentos, artículos, programas informáticos y otros medios de falsificar o alterar formas de pago distintas del efectivo; importación, exportación, transporte, recepción u obtención de medios de pago falsificados distintos del efectivo a sabiendas de que son falsificados","Falsificación de medios de pago en efectivo (070211); fraude financiero (07011); actos relacionados con el producto del delito (0704); aplicar todas las exclusiones enumeradas en 07021","101 Los medios de pago distintos del efectivo son un método de pago que no consista en billetes ni monedas, como tarjetas de crédito, cheques, monedas virtuales y tarjetas de débito."
"7022","Delitos relacionados con productos falsificados","Creación, fabricación, venta, traslado o posesión de productos falsificados de marca, o protegidos por patentes, licencias o de otro modo, o de un instrumento que sirva para crear una imitación no autorizada de un producto. - Marcas de fábrica o de comercio y patentes, tal como se definen en la nota 97.","Delitos relacionados con productos falsificados (con inclusión de bolsos, calzado, medicamentos y productos de venta con receta); posesión de un artículo para la creación de mercancías o instrumentos falsificados; falsificación de medicamentos; falsificación de productos farmacéuticos","Adulteración de medicamentos (02071); contrabando de bienes (08044); delitos contra la propiedad intelectual (0503); aplicar todas las exclusiones enumeradas en 0702","97 La propiedad intelectual se define, como mínimo, como invenciones; obras artísticas y literarias; y símbolos, imágenes y nombres utilizados en el comercio. Las patentes se definen como un derecho exclusivo concedido a una invención que es el producto o proceso que ofrece una nueva manera de hacer algo o una nueva solución técnica para un problema. El derecho de autor se define como un término jurídico que engloba a los derechos concedidos a los creadores por sus obras literarias y artísticas. Las marcas de fábrica o de comercio se definen como un signo distintivo que indica que determinados bienes han sido producidos o determinados servicios han sido prestados por una persona o empresa concretas."
"7023","Actos de falsificación de documentos","Creación, fabricación, venta, traslado o posesión de un documento falsificado o alterado, o de un instrumento que sirva para crear una imitación no autorizada de dicho documento valiéndose o no de sistemas informáticos.","Falsificación de documentos; falsificación de pasaportes; alteración o falsificación de visados; falsificación de firmas; creación, recepción, obtención o posesión fraudulenta de instrumentos, artículos, programas informáticos y otros medios de falsificar o alterar documentos; importación, exportación, transporte, recepción u obtención de documentos falsificados a sabiendas de que son falsificados","Utilización de documentos de identidad alterados o falsificados (0701); utilización de visas o pasaportes alterados o falsificados para entrar ilegalmente en un Estado (0805); copia, utilización o reproducción ilegal u otras violaciones del derecho de autor, patentes, marcas de fábrica o de comercio u otros tipos de propiedad intelectual (0503); aplicar todas las exclusiones enumeradas en 0702",""
"7029","Otros actos de falsificación","Creación, fabricación, traslado, uso o posesión de productos falsos o de instrumentos para crear productos falsos que no estén descritos ni clasificados en las categorías 07021 a 07023.","","Aplicar todas las exclusiones enumeradas en 0702",""
"703","Corrupción","Actos ilícitos, tal como se definen en la Convención de las Naciones Unidas contra la Corrupción y otros instrumentos jurídicos nacionales e internacionales de lucha contra la corrupción.","Soborno activo y pasivo de funcionarios públicos nacionales; soborno activo y pasivo de funcionarios públicos extranjeros y de funcionarios de organizaciones internacionales públicas; soborno activo y pasivo en el sector privado; aplicar todas las inclusiones enumeradas en 07031 a 07039","Un curso de acción que una persona exige a otra mediante el uso de la fuerza, amenazas, intimidación, amenazas de revelar información comprometedora, o amenazas de difamación (0205)","102 Oficina de las Naciones Unidas contra la Droga y el Delito. Convención de las Naciones Unidas contra la Corrupción. Viena, 2004."
"7031","Soborno","Promesa, ofrecimiento, concesión, solicitud o aceptación de un beneficio indebido hacia o desde un funcionario público o una persona que dirija una entidad del sector privado o cumpla una función en ella, directa o indirectamente, con el fin de que dicha persona actúe o se abstenga de actuar en el cumplimiento de sus funciones oficiales.","Soborno de funcionarios públicos nacionales, soborno de funcionarios públicos extranjeros y de funcionarios de organizaciones internacionales públicas, soborno en el sector privado; aplicar todas las inclusiones enumeradas en 070311 a 070312","Acto de pedir o persuadir a otra persona para que cometa soborno mediante el uso de la fuerza, amenazas, intimidación, amenazas de revelar información comprometedora, o amenazas de difamación (0205); aplicar todas las exclusiones enumeradas en 0703",""
"70311","Soborno activo","Promesa, ofrecimiento o concesión a un funcionario público o a una persona que dirija una entidad del sector privado o cumpla una función en ella, directa o indirectamente, de un beneficio indebido con el fin de que dicho funcionario actúe o se abstenga de actuar en el cumplimiento de sus funciones oficiales.","Soborno activo de un funcionario público; soborno activo de funcionarios públicos extranjeros y de funcionarios de organizaciones internacionales públicas; soborno activo en el sector privado","Aplicar todas las exclusiones enumeradas en 07031","102 Oficina de las Naciones Unidas contra la Droga y el Delito. Convención de las Naciones Unidas contra la Corrupción. Viena, 2004."
"70312","Soborno pasivo","Solicitud o aceptación por un funcionario público o por una persona que dirija una entidad del sector privado o cumpla una función en ella, directa o indirectamente, de un beneficio indebido con el fin de que dicho funcionario actúe o se abstenga de actuar en el cumplimiento de sus funciones oficiales.","Soborno pasivo de un funcionario público; soborno pasivo de funcionarios públicos extranjeros y de funcionarios de organizaciones internacionales públicas; soborno pasivo de un funcionario del sector privado","Aplicar todas las exclusiones enumeradas en 07031","102 Oficina de las Naciones Unidas contra la Droga y el Delito. Convención de las Naciones Unidas contra la Corrupción. Viena, 2004."
"7032","Malversación o peculado","Malversación o peculado, apropiación indebida o desviación por un funcionario público o por una persona que dirija una entidad del sector privado o cumpla una función en ella, de bienes, fondos o títulos públicos o privados o cualquier otra cosa de valor que se hayan confiado al funcionario en virtud de su cargo.","Malversación o peculado en el sector público; malversación o peculado en el sector privado; apropiación indebida; conversión deshonesta","Apropiación ilícita de dinero o bienes que no se han confiado al cuidado propio o violación de domicilio con el fin de apropiarse de bienes (05); fraude relacionado con transacciones financieras para obtener provecho personal (07011); aplicar todas las exclusiones enumeradas en 0703","103 La malversación o peculado se refiere, como mínimo, a la toma fraudulenta de dinero o bienes que se hayan confiado a una persona sin autorización para utilizarlos para sus propios fines. La apropiación indebida se refiere, como mínimo, a la utilización ilícita de dinero o bienes que se hayan confiado a una persona sin autorización para utilizarlos para sus propios fines."
"7033","Abuso de funciones","Realización u omisión de un acto, en violación de la ley, por parte de un funcionario público en el ejercicio de sus funciones, con el fin de obtener un beneficio indebido para sí mismo o para otra persona o entidad.","Abuso de funciones; nepotismo; abuso de autoridad; abuso de un cargo público; abuso de cargos oficiales","Aplicar todas las exclusiones enumeradas en 0703","102 Oficina de las Naciones Unidas contra la Droga y el Delito. Convención de las Naciones Unidas contra la Corrupción. Viena, 2004."
"7034","Tráfico de influencias","Promesa, ofrecimiento o concesión a un funcionario público, o solicitud o aceptación por un funcionario público, directa o indirectamente, de un beneficio indebido con el fin de que el funcionario público o la persona abuse de su influencia real o supuesta para obtener un beneficio indebido.","Tráfico de influencias","Aplicar todas las exclusiones enumeradas en 0703","102 Oficina de las Naciones Unidas contra la Droga y el Delito. Convención de las Naciones Unidas contra la Corrupción. Viena, 2004."
"7035","Enriquecimiento ilícito","Obtención de un incremento significativo del patrimonio de un funcionario público o privado respecto de sus ingresos legítimos que no pueda ser razonablemente justificado por él.","Enriquecimiento ilícito","Fraude (0701); aplicar todas las exclusiones enumeradas en 0703","102 Oficina de las Naciones Unidas contra la Droga y el Delito. Convención de las Naciones Unidas contra la Corrupción. Viena, 2004."
"7039","Otros actos de corrupción","Actos de corrupción no descritos ni clasificados en las categorías 07031 a 07035. - Corrupción, tal como se define en 0703.","Conflicto de intereses; apropiación deshonesta","Aplicar todas las exclusiones enumeradas en 0703",""
"704","Actos relacionados con el producto del delito","Recepción, manipulación o procesamiento de dinero o bienes derivados u obtenidos directa o indirectamente de la comisión de un delito.","Posesión de dinero o bienes robados; aplicar todas las inclusiones enumeradas en 07041 a 07049","El delito cometido para obtener los bienes o el dinero no se codifica en este nivel",""
"7041","Blanqueo de dinero","La conversión o la transferencia de bienes, a sabiendas de que esos bienes son producto del delito, con el propósito de ocultar o disimular el origen ilícito de los bienes o ayudar a cualquier persona involucrada en la comisión del delito determinante a eludir las consecuencias jurídicas de sus actos, así como la ocultación o disimulación de la verdadera naturaleza, el origen, la ubicación, la disposición, el movimiento o la propiedad de bienes o del legítimo derecho a estos.","Conversión o transferencia de bienes; ocultamiento o disimulación ilícitos de información relacionada con bienes; adquisición, posesión o uso ilícitos de activos procedentes del blanqueo; autoblanqueo; encubrimiento o retención continua del producto del delito","Aplicar todas las exclusiones enumeradas en 0704","104 Oficina de las Naciones Unidas contra la Droga y el Delito. Convención de las Naciones Unidas contra la Delincuencia Organizada Transnacional y sus Protocolos, art. 6. Nueva York, 2004."
"7042","Tráfico ilícito de bienes culturales","Venta, distribución, entrega, corretaje, envío, expedición en tránsito, transporte, importación, exportación o posesión ilegales de bienes culturales.","Tráfico ilícito de bienes culturales; delitos relacionados con los bienes culturales y artísticos que no equivalen a hurto o daños a la propiedad","Adquisición ilícita de bienes culturales (0502); delitos de importación o exportación (08042); delitos aduaneros (08041); aplicar todas las exclusiones enumeradas en 0704","105 Los bienes culturales se refieren, como mínimo, a los objetos que, por razones religiosas o profanas, un Estado Parte haya sometido expresamente a controles de exportación por razón de su importancia para la arqueología, la prehistoria, la historia, la literatura, el arte o la ciencia."
"7049","Otros actos relacionados con el producto del delito","Recepción, manipulación o procesamiento de dinero o bienes derivados u obtenidos directa o indirectamente de la comisión de un delito que no estén descritos ni clasificados en las categorías 07041 y 07042.","Posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados, utilización de piezas robadas para producir otros bienes (reutilización de piezas de autos robados), ocultamiento de bienes robados","Adquisición ilícita de bienes (0502); aplicar todas las exclusiones enumeradas en 0704",""
"709","Otros actos que conllevan fraude, engaño o corrupción","Otros actos que conllevan fraude, engaño o corrupción no descritos ni clasificados en las categorías 0701 a 0704.","","Adopción fraudulenta (020291); engaño para tener relaciones sexuales (030112); fraude fiscal y fraude a la seguridad social (08041); insolvencia fraudulenta (08042); fraude aduanero (08044); fraude de inmigración (0805); fraude electoral (08079); aplicar todas las exclusiones enumeradas en 0701 a 0704.",""
"801","Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público","Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público.","Mendicidad; delitos relacionados con la basura; reuniones no autorizadas; gamberrismo; aplicar todas las inclusiones enumeradas en 08011 a 08019","Normas de conducta sexual orientadas al mantenimiento del orden público (0802)","106 Las normas de conducta orientadas al mantenimiento del orden público incluyen, como mínimo, las normas de conducta para mantener la decencia y la urbanidad en público."
"8011","Delitos relacionados con la alteración violenta del orden público","Violencia ilícita organizada o espontánea que provoca graves trastornos, miedo o lesiones al público.","Disturbio; alteración violenta del orden; riña; altercado público; gamberrismo; comportamiento violento en competiciones deportivas","Actos que no sean contrarios a las normas de conducta orientadas al mantenimiento del orden público pero que implican el uso de la fuerza para causar lesiones o daños o la amenaza de causar lesiones o daños (0201); aplicar todas las exclusiones enumeradas en 0801",""
"8012","Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público","Actos contrarios a las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público.","Ebriedad en público; alteración del orden público; perturbación de la tranquilidad pública; lenguaje o comportamiento ofensivo; vagabundeo; mendicidad; delitos relacionados con la basura; desorden público; irrupción en asambleas religiosas; merodeo; querellas por ruidos molestos","Utilización de un vehículo bajo los efectos del alcohol o sustancias psicoactivas (02072); expresión de creencias y normas sociales controladas (08032); contaminación del entorno natural con ruido o vibraciones (1001); servir bebidas alcohólicas a menores de edad (11021); aplicar todas las exclusiones enumeradas en 0801","107 Las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público incluyen, como mínimo, las normas concebidas para desalentar los comportamientos personales que sean ofensivos o provoquen trastornos, temor o lesiones al público."
"8019","Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público","Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público no descritos ni clasificados en las categorías 08011 y 08012. - Normas de conducta orientadas al mantenimiento del orden público, tal como se definen en la nota 106.","Organización de una reunión no autorizada, participación en una reunión no autorizada, contratación de una persona para que participe en reuniones no autorizadas, posesión u ocupación de locales donde se celebren reuniones no autorizadas","Aplicar todas las exclusiones enumeradas en 0801","106 Las normas de conducta orientadas al mantenimiento del orden público incluyen, como mínimo, las normas de conducta para mantener la decencia y la urbanidad en público."
"802","Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público","Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público.","Delitos de pornografía y prostitución; formas ilícitas de contacto sexual; aplicar todas las inclusiones enumeradas en 08021 a 08029","Todos los actos lesivos de naturaleza sexual (03); mutilación genital femenina (020111); trata de personas con fines de explotación sexual (02041)","108 Las normas de conducta sexual orientadas al mantenimiento del orden público incluyen, como mínimo, las normas de conducta sexual para reprimir el comportamiento sexual que pueda ser ofensivo para el público o que entrañen una forma prohibida de relaciones sexuales."
"8021","Delitos de prostitución","Actos contrarios a las normas de conducta sexual aceptadas orientadas al mantenimiento del orden público en lo que se refiere a la prostitución. - Normas de conducta sexual orientadas al mantenimiento del orden público, tal como se definen en la nota 108. - Prostitución, tal como se define en la nota 82.","Ofrecimiento de servicios sexuales a cambio de beneficios económicos o de otro tipo; obtención de servicios sexuales; turismo sexual que no equivale a utilización de niños en el turismo sexual","Explotación de una persona para que se dedique a la prostitución o explotación de prostitutas (0302); prostitución infantil (030222); aplicar todas las exclusiones enumeradas en 0802","108 Las normas de conducta sexual orientadas al mantenimiento del orden público incluyen, como mínimo, las normas de conducta sexual para reprimir el comportamiento sexual que pueda ser ofensivo para el público o que entrañen una forma prohibida de relaciones sexuales. 82 La prostitución se refiere, como mínimo, a la obtención de dinero u otras formas de remuneración a cambio de actividades sexuales."
"8022","Delitos de pornografía","Actos contrarios a las normas de conducta sexual aceptadas orientadas al mantenimiento del orden público en lo que se refiere a la pornografía. - Normas de conducta sexual orientadas al mantenimiento del orden público, tal como se definen en la nota 108.","Captar, preparar, entregar o controlar a una persona con fines de pornografía ilícita; producción, creación, distribución, diseminación, transmisión, venta o posesión de pornografía ilícita; material obsceno","Pornografía infantil (030221); captación o persuasión de una persona para que se dedique a la prostitución, o explotación de prostitutas (0302); aplicar todas las exclusiones enumeradas en 0802","108 Las normas de conducta sexual orientadas al mantenimiento del orden público incluyen, como mínimo, las normas de conducta sexual para reprimir el comportamiento sexual que pueda ser ofensivo para el público o que entrañen una forma prohibida de relaciones sexuales. 109 La pornografía se refiere, como mínimo, a la representación visual de un adulto que mantiene una conducta sexualmente explícita o imágenes realistas de un adulto no existente que mantiene una conducta sexualmente explícita."
"8029","Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público","Actos contrarios a las normas de conducta sexual aceptadas orientadas al mantenimiento del orden público no descritos ni clasificados en las categorías 08021 y 08022. - Normas de conducta sexual orientadas al mantenimiento del orden público, tal como se definen en la nota 108.","Obscenidad pública; realización de un acto sexual en público; exhibicionismo; formas ilícitas de contacto sexual; incesto o delitos sexuales dentro de la familia que no equivalen a violación o agresión sexual; actos sexuales consensuales ilícitos entre personas del mismo sexo; bestialismo; necrofilia; bigamia; poligamia; adulterio; sodomía que no constituye un acto lesivo de naturaleza sexual; escritos, imágenes u objetos de contenido sexual indecente","Aplicar todas las exclusiones enumeradas en 0802","108 Las normas de conducta sexual orientadas al mantenimiento del orden público incluyen, como mínimo, las normas de conducta sexual para reprimir el comportamiento sexual que pueda ser ofensivo para el público o que entrañen una forma prohibida de relaciones sexuales."
"803","Actos relacionados con la libertad de expresión o el control de la expresión","Actos encaminados a restringir la libertad de expresión o que constituyen infracciones de las restricciones impuestas a la expresión.","Aplicar todas las inclusiones enumeradas en 08031 a 08039","","110 La libertad de expresión incluye, como mínimo, el derecho de todo individuo de no ser molestado a causa de sus opiniones, el de investigar y recibir informaciones y opiniones, y el de difundirlas, sin limitación de fronteras, por cualquier medio de expresión."
"8031","Actos contra la libertad de expresión","Actos encaminados a restringir la libertad de expresión. - Libertad de expresión, tal como se define en la nota 110.","Censura ilícita; restricciones ilícitas sobre la libertad de expresión; restricciones ilícitas sobre la libertad artística","Restricción de la expresión mediante el uso de la fuerza, amenazas, intimidación, amenazas de revelar información comprometedora, o amenazas de difamación (0205)","110 La libertad de expresión incluye, como mínimo, el derecho de todo individuo de no ser molestado a causa de sus opiniones, el de investigar y recibir informaciones y opiniones, y el de difundirlas, sin limitación de fronteras, por cualquier medio de expresión."
"8032","Actos relacionados con expresiones de creencias y normas sociales controladas","Publicación, expresión, producción, posesión, distribución o exposición de opiniones o materiales prohibidos o controlados.","Aplicar todas las inclusiones enumeradas en 080321 a 080329","Producción, posesión, distribución o exhibición de pornografía infantil (030221); delitos de pornografía (08022)",""
"80321","Violaciones de las normas sobre creencias u opiniones religiosas","Publicación, expresión, producción, posesión, distribución o exposición de opiniones o materiales prohibidos o controlados que violan las normas sobre creencias u opiniones religiosas.","Blasfemia, apostasía, proselitismo","Discriminación (0210); difamación o insulto debido a las creencias o valores que se le atribuyen a la víctima (02092); aplicar todas las exclusiones enumeradas en 08032",""
"80322","Violaciones de las normas sobre intolerancia e incitación al odio","Expresiones ilícitas de intolerancia e incitación al odio.","Promoción del odio étnico, racial o religioso; incitación al odio racial; incitación al odio; exaltación de la violencia; correo insultante","Expresiones ilícitas de intolerancia e incitación al odio por una persona que dañen la reputación, el respeto o la confianza de otra persona, o que den lugar a opiniones o sentimientos hostiles o desagradables (0209); discriminación (0210); aplicar todas las exclusiones enumeradas en 08032",""
