cnp_codigo,cnp_glosa,top1_codigo,top1_score,top1_glosa,top2_codigo,top2_score,top2_glosa,top3_codigo,top3_score,top3_glosa,top4_codigo,top4_score,top4_glosa,top5_codigo,top5_score,top5_glosa,top6_codigo,top6_score,top6_glosa,top7_codigo,top7_score,top7_glosa,top8_codigo,top8_score,top8_glosa,top9_codigo,top9_score,top9_glosa,top10_codigo,top10_score,top10_glosa
550,"Comercializar, distribuir o instalar máquinas de juegos ilegales Art. 276 bis Código Penal",60229,0.5008,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",6022,0.4914,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco",601,0.4882,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60222,0.4842,"Producción, tráfico o distribución ilícitos de productos de tabaco",602,0.4783,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",8043,0.4737,Actos contrarios a las disposiciones sobre apuestas,8032,0.4706,Actos relacionados con expresiones de creencias y normas sociales controladas,60121,0.468,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,8063,0.4677,Intención delictiva,60124,0.4649,Desviación ilícita de precursores no destinados al consumo personal
551,Delitos medioambientales dolosos,1001,0.6288,Actos que causan contaminación o degradación del medio ambiente,10019,0.6089,Otros actos que causan contaminación o degradación del medio ambiente,1002,0.5769,Actos relacionados con el traslado o vertimiento de desechos,10021,0.5602,Actos relacionados con el traslado o vertimiento de desechos dentro de las fronteras nacionales,1004,0.5499,Actos que provocan el agotamiento o la degradación de los recursos naturales,1009,0.5411,Otros actos contra el entorno natural,10022,0.5313,Actos relacionados con el traslado o vertimiento transfronterizos de desechos,10099,0.5247,Otros actos contra el entorno natural,10012,0.4967,Actos que causan la contaminación o degradación del agua,10013,0.491,Actos que causan la contaminación o degradación del suelo
552,Asociación ilícita para la comisión de simples delitos,905,0.6416,Actos relacionados con grupos delictivos organizados,9051,0.5891,Participación en un grupo delictivo organizado,8063,0.5651,Intención delictiva,9059,0.5246,Otros actos relacionados con grupos delictivos organizados,11021,0.5094,Delitos en razón de la condición de menor de edad,1102,0.4983,Actos contrarios a las leyes u otras disposiciones sobre menores,9061,0.4951,Participación en un grupo terrorista,8011,0.4922,Delitos relacionados con la alteración violenta del orden público,104,0.484,Suicidio asistido o incitación al suicidio,601,0.4752,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización
553,Asociación ilícita para la comisión de simples crímenes,905,0.6265,Actos relacionados con grupos delictivos organizados,9051,0.5653,Participación en un grupo delictivo organizado,8063,0.5594,Intención delictiva,9059,0.51,Otros actos relacionados con grupos delictivos organizados,104,0.4898,Suicidio asistido o incitación al suicidio,9061,0.4844,Participación en un grupo terrorista,8011,0.4842,Delitos relacionados con la alteración violenta del orden público,704,0.4766,Actos relacionados con el producto del delito,1102,0.4757,Actos contrarios a las leyes u otras disposiciones sobre menores,601,0.4722,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización
554,Amenaza u ofrecimiento de beneficio económico para prestar falso testimonio u omitir declarar en proceso por asociación ilícita,8061,0.4974,Obstrucción de la justicia,704,0.4617,Actos relacionados con el producto del delito,806,0.4564,Actos contra el sistema de justicia,905,0.4512,Actos relacionados con grupos delictivos organizados,8063,0.4507,Intención delictiva,7019,0.45,Otros actos de fraude,104,0.4447,Suicidio asistido o incitación al suicidio,8042,0.4383,Actos contrarios a disposiciones comerciales o financieras,7023,0.4365,Actos de falsificación de documentos,601,0.4347,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización
597,Declaración falsa denunciante anónimo,7019,0.4795,Otros actos de fraude,709,0.457,"Otros actos que conllevan fraude, engaño o corrupción",7023,0.4509,Actos de falsificación de documentos,702,0.45,Falsificación,8061,0.4471,Obstrucción de la justicia,90321,0.4378,Injerencia ilícita en sistemas informáticos,904,0.4368,Actos contra la seguridad del Estado,701,0.4366,Fraude,7029,0.4339,Otros actos de falsificación,2099,0.425,Otras formas de difamación o insulto
599,Otros delitos contra el orden y la seguridad pública cometidos por particulares,8011,0.5906,Delitos relacionados con la alteración violenta del orden público,801,0.5792,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,905,0.5638,Actos relacionados con grupos delictivos organizados,802,0.5578,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,9059,0.555,Otros actos relacionados con grupos delictivos organizados,8019,0.5517,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,8012,0.5448,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,8063,0.5284,Intención delictiva,908,0.5282,Otros actos contra la seguridad pública y la seguridad del Estado,8029,0.5238,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público
601,Aborto,106,0.5605,Feticidio ilegal,8029,0.4936,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.4923,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,809,0.4861,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",8021,0.4721,Delitos de prostitución,101,0.467,Homicidio intencional,1031,0.4619,Homicidio no culposo,11015,0.4571,Crímenes de lesa humanidad,3011,0.4544,Violación,301,0.4516,Violencia sexual
602,Abandono de niños,20611,0.4853,Negligencia en situaciones de menores bajo cuidado,20211,0.4833,Secuestro por progenitores,809,0.4826,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",20212,0.4677,Secuestro por otro familiar,20619,0.4651,Otras formas de negligencia en situaciones de personas bajo cuidado,802,0.4559,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,2021,0.4558,Secuestro de menores,30221,0.4548,Pornografía infantil,8062,0.4526,Incumplimiento de órdenes judiciales,11021,0.4516,Delitos en razón de la condición de menor de edad
603,Abandono de cónyuge o de parientes enfermos,809,0.5043,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",20619,0.49,Otras formas de negligencia en situaciones de personas bajo cuidado,20292,0.4685,Matrimonio forzado,8029,0.4574,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,20612,0.4508,Negligencia en situaciones de otras personas dependientes bajo cuidado,802,0.4352,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8062,0.4274,Incumplimiento de órdenes judiciales,106,0.4266,Feticidio ilegal,20212,0.4166,Secuestro por otro familiar,104,0.4136,Suicidio asistido o incitación al suicidio
604,Usurpación de estado civil,809,0.5285,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",802,0.4941,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.485,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,3011,0.4735,Violación,211,0.4705,Transgresiones contra las personas,20292,0.4639,Matrimonio forzado,509,0.4515,Otros actos contra la propiedad solamente,2119,0.4504,Otras transgresiones contra las personas,30113,0.4497,Violación por presunción legal,904,0.4462,Actos contra la seguridad del Estado
605,Inducir a un menor a abandonar el hogar,11021,0.5225,Delitos en razón de la condición de menor de edad,2021,0.5186,Secuestro de menores,30222,0.5159,Prostitución infantil,20212,0.5078,Secuestro por otro familiar,30113,0.503,Violación por presunción legal,30221,0.5027,Pornografía infantil,20211,0.5024,Secuestro por progenitores,3022,0.5001,Explotación sexual de menores,1102,0.4856,Actos contrarios a las leyes u otras disposiciones sobre menores,30223,0.4852,Captación de menores con fines sexuales
606,Rapto,5019,0.5271,Otros actos de robo con entrada ilícita,8021,0.4875,Delitos de prostitución,3022,0.4835,Explotación sexual de menores,3011,0.483,Violación,802,0.4829,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,4019,0.4797,Otros actos de robo,302,0.4747,Explotación sexual,501,0.4709,Robo con entrada ilícita,20212,0.4687,Secuestro por otro familiar,30222,0.4682,Prostitución infantil
607,Violación,802,0.5483,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.5457,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.5235,Delitos de prostitución,3011,0.5179,Violación,30119,0.5012,Otras formas de violación,11021,0.4948,Delitos en razón de la condición de menor de edad,8022,0.4936,Delitos de pornografía,301,0.4925,Violencia sexual,3012,0.4805,Agresión sexual,30113,0.477,Violación por presunción legal
608,Estupro,30113,0.605,Violación por presunción legal,3022,0.592,Explotación sexual de menores,30229,0.5865,Otras formas de explotación sexual de menores,3011,0.5862,Violación,30222,0.5775,Prostitución infantil,30223,0.5471,Captación de menores con fines sexuales,302,0.5432,Explotación sexual,301,0.5387,Violencia sexual,3012,0.5373,Agresión sexual,11021,0.5339,Delitos en razón de la condición de menor de edad
609,Incesto,8029,0.5328,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.4915,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30113,0.4677,Violación por presunción legal,3011,0.4652,Violación,301,0.4554,Violencia sexual,809,0.4498,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",3012,0.4474,Agresión sexual,20212,0.4453,Secuestro por otro familiar,8021,0.4406,Delitos de prostitución,1102,0.4402,Actos contrarios a las leyes u otras disposiciones sobre menores
610,Promover o facilitar prostitución de menores,30222,0.5994,Prostitución infantil,8021,0.5923,Delitos de prostitución,3022,0.5853,Explotación sexual de menores,802,0.5741,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30221,0.5478,Pornografía infantil,30113,0.5431,Violación por presunción legal,30229,0.5362,Otras formas de explotación sexual de menores,11021,0.5347,Delitos en razón de la condición de menor de edad,1102,0.5264,Actos contrarios a las leyes u otras disposiciones sobre menores,30223,0.5158,Captación de menores con fines sexuales
611,Sodomía,8029,0.5015,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,3012,0.4867,Agresión sexual,11015,0.4829,Crímenes de lesa humanidad,802,0.4797,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.4783,Delitos de prostitución,301,0.4699,Violencia sexual,1031,0.4641,Homicidio no culposo,3011,0.4619,Violación,11013,0.4579,Crímenes de guerra,101,0.4413,Homicidio intencional
612,Violación sodomítica,8029,0.528,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.5098,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,3011,0.4991,Violación,8021,0.485,Delitos de prostitución,3012,0.4793,Agresión sexual,301,0.4738,Violencia sexual,30113,0.4724,Violación por presunción legal,30119,0.4658,Otras formas de violación,8022,0.453,Delitos de pornografía,11021,0.4507,Delitos en razón de la condición de menor de edad
613,Abusos deshonestos,8029,0.5651,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.5487,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.5436,Delitos de prostitución,3011,0.5288,Violación,3012,0.5104,Agresión sexual,30119,0.5017,Otras formas de violación,301,0.4933,Violencia sexual,8022,0.4898,Delitos de pornografía,30112,0.4864,Violación sin uso de la fuerza,302,0.4805,Explotación sexual
614,Trata de blancas,8029,0.5125,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.5115,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.4998,Delitos de prostitución,11021,0.4812,Delitos en razón de la condición de menor de edad,3011,0.4695,Violación,301,0.4647,Violencia sexual,8022,0.4618,Delitos de pornografía,3012,0.4506,Agresión sexual,8063,0.4453,Intención delictiva,30119,0.4452,Otras formas de violación
615,Ultraje público a las buenas costumbres,8029,0.6272,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.5953,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.5794,Delitos de prostitución,8012,0.5713,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,801,0.5387,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,8011,0.5329,Delitos relacionados con la alteración violenta del orden público,8022,0.529,Delitos de pornografía,809,0.5252,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",3011,0.508,Violación,80322,0.5008,Violaciones de las normas sobre intolerancia e incitación al odio
616,Difusión de material pornográfico (pornografía).,8022,0.6138,Delitos de pornografía,802,0.5948,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30221,0.5905,Pornografía infantil,8029,0.5406,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.5397,Delitos de prostitución,3022,0.535,Explotación sexual de menores,3011,0.5025,Violación,30113,0.4889,Violación por presunción legal,3012,0.4886,Agresión sexual,301,0.4869,Violencia sexual
617,Bigamia,8029,0.5401,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.4932,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,20292,0.4796,Matrimonio forzado,809,0.4718,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",8021,0.4443,Delitos de prostitución,8012,0.4126,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,80321,0.4099,Violaciones de las normas sobre creencias u opiniones religiosas,8022,0.4062,Delitos de pornografía,801,0.4051,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,2029,0.4048,Otros actos contra la libertad
618,Delitos de significación sexual,802,0.5499,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.5431,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.5219,Delitos de prostitución,301,0.5161,Violencia sexual,3012,0.5139,Agresión sexual,3011,0.5096,Violación,11021,0.4938,Delitos en razón de la condición de menor de edad,30113,0.4909,Violación por presunción legal,30119,0.4878,Otras formas de violación,8022,0.4836,Delitos de pornografía
619,Abuso sexual sin contacto corporal de mayor de 14 años y menor de 18 años,30113,0.6515,Violación por presunción legal,3022,0.6043,Explotación sexual de menores,30229,0.5946,Otras formas de explotación sexual de menores,30223,0.5927,Captación de menores con fines sexuales,3011,0.5904,Violación,802,0.585,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,301,0.5842,Violencia sexual,11021,0.5829,Delitos en razón de la condición de menor de edad,30221,0.5796,Pornografía infantil,3012,0.5748,Agresión sexual
620,Abuso sexual sin contacto corporal de menor 14 años,30113,0.6625,Violación por presunción legal,3022,0.6216,Explotación sexual de menores,30223,0.619,Captación de menores con fines sexuales,30229,0.6131,Otras formas de explotación sexual de menores,11021,0.6034,Delitos en razón de la condición de menor de edad,30221,0.5908,Pornografía infantil,30222,0.5739,Prostitución infantil,1102,0.5715,Actos contrarios a las leyes u otras disposiciones sobre menores,3011,0.5681,Violación,802,0.5591,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público
621,Violación de menor de 14 años,30113,0.6511,Violación por presunción legal,11021,0.6134,Delitos en razón de la condición de menor de edad,30223,0.5803,Captación de menores con fines sexuales,3022,0.5779,Explotación sexual de menores,30229,0.5718,Otras formas de explotación sexual de menores,1102,0.5704,Actos contrarios a las leyes u otras disposiciones sobre menores,30221,0.5619,Pornografía infantil,3011,0.5614,Violación,30222,0.5488,Prostitución infantil,301,0.5283,Violencia sexual
622,Abuso sexual adulto,802,0.5412,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.5233,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,3012,0.5204,Agresión sexual,8021,0.5183,Delitos de prostitución,3011,0.5058,Violación,301,0.5021,Violencia sexual,11021,0.5003,Delitos en razón de la condición de menor de edad,30113,0.4994,Violación por presunción legal,3022,0.4918,Explotación sexual de menores,3021,0.4862,Explotación sexual de adultos
623,Abuso sexual con contacto corporal de menor de 14 años,30113,0.6352,Violación por presunción legal,30223,0.5958,Captación de menores con fines sexuales,3022,0.5945,Explotación sexual de menores,30229,0.5806,Otras formas de explotación sexual de menores,11021,0.5744,Delitos en razón de la condición de menor de edad,30222,0.5607,Prostitución infantil,1102,0.5557,Actos contrarios a las leyes u otras disposiciones sobre menores,3011,0.5557,Violación,30221,0.5554,Pornografía infantil,301,0.5523,Violencia sexual
624,Aborto consentido por causales no reguladas,106,0.574,Feticidio ilegal,3011,0.522,Violación,20292,0.5073,Matrimonio forzado,802,0.505,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,809,0.4921,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",301,0.4914,Violencia sexual,8029,0.487,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,104,0.4825,Suicidio asistido o incitación al suicidio,101,0.4769,Homicidio intencional,1031,0.4756,Homicidio no culposo
625,Aborto sin consentimiento,106,0.6062,Feticidio ilegal,3011,0.5583,Violación,301,0.5422,Violencia sexual,20292,0.5279,Matrimonio forzado,101,0.52,Homicidio intencional,30112,0.5097,Violación sin uso de la fuerza,802,0.5083,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,1031,0.5063,Homicidio no culposo,104,0.5061,Suicidio asistido o incitación al suicidio,809,0.4983,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado"
626,Trata de personas,802,0.5339,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.528,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.5168,Delitos de prostitución,11015,0.4865,Crímenes de lesa humanidad,8022,0.4853,Delitos de pornografía,11021,0.482,Delitos en razón de la condición de menor de edad,3012,0.4736,Agresión sexual,301,0.4709,Violencia sexual,3011,0.4628,Violación,30119,0.4605,Otras formas de violación
627,Trata de personas calificada,802,0.5243,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.5133,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.5132,Delitos de prostitución,11021,0.482,Delitos en razón de la condición de menor de edad,3012,0.479,Agresión sexual,301,0.478,Violencia sexual,11015,0.4778,Crímenes de lesa humanidad,8022,0.4758,Delitos de pornografía,1109,0.4676,Otros actos delictivos no clasificados en otra parte,8063,0.4663,Intención delictiva
628,Violación con homicidio o femicidio,101,0.5734,Homicidio intencional,1031,0.5483,Homicidio no culposo,11015,0.5242,Crímenes de lesa humanidad,110131,0.513,Homicidio o tentativa de causar la muerte o lesiones graves de forma ilícita en conflictos armados,103,0.5066,Homicidio no intencional,11013,0.5035,Crímenes de guerra,1032,0.5007,Homicidio culposo,301,0.4932,Violencia sexual,106,0.4873,Feticidio ilegal,102,0.4851,Tentativa de homicidio intencional
629,Producción material pornográfico utilizando menores de 18 años,30221,0.6446,Pornografía infantil,3022,0.6152,Explotación sexual de menores,30113,0.601,Violación por presunción legal,11021,0.5921,Delitos en razón de la condición de menor de edad,30229,0.5787,Otras formas de explotación sexual de menores,30223,0.5778,Captación de menores con fines sexuales,30222,0.5447,Prostitución infantil,1102,0.5427,Actos contrarios a las leyes u otras disposiciones sobre menores,8022,0.5387,Delitos de pornografía,802,0.5252,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público
630,Comercialización material pornográfico elaborado usando menores de 18 años,30221,0.655,Pornografía infantil,3022,0.6225,Explotación sexual de menores,30113,0.6024,Violación por presunción legal,30223,0.5902,Captación de menores con fines sexuales,11021,0.5857,Delitos en razón de la condición de menor de edad,30229,0.5802,Otras formas de explotación sexual de menores,30222,0.5589,Prostitución infantil,1102,0.5366,Actos contrarios a las leyes u otras disposiciones sobre menores,8022,0.5277,Delitos de pornografía,802,0.517,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público
631,Adquisición o almacenamiento material pornográfico infantil,30221,0.6641,Pornografía infantil,3022,0.6046,Explotación sexual de menores,30222,0.5959,Prostitución infantil,8022,0.5595,Delitos de pornografía,802,0.5519,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30113,0.5446,Violación por presunción legal,30229,0.5403,Otras formas de explotación sexual de menores,30223,0.5361,Captación de menores con fines sexuales,11021,0.5217,Delitos en razón de la condición de menor de edad,8021,0.5092,Delitos de prostitución
632,Obtención de servicios sexuales de menores,3022,0.5901,Explotación sexual de menores,30113,0.5877,Violación por presunción legal,30222,0.5856,Prostitución infantil,30229,0.581,Otras formas de explotación sexual de menores,30223,0.5653,Captación de menores con fines sexuales,11021,0.5623,Delitos en razón de la condición de menor de edad,30221,0.5486,Pornografía infantil,1102,0.5393,Actos contrarios a las leyes u otras disposiciones sobre menores,8021,0.533,Delitos de prostitución,802,0.5255,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público
633,Abuso sexual calificado (con introducción de objetos o uso de animales),3011,0.5732,Violación,3012,0.57,Agresión sexual,301,0.5548,Violencia sexual,802,0.5449,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.5439,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30129,0.534,Otros actos de agresión sexual no clasificados en otra parte,30112,0.5269,Violación sin uso de la fuerza,30111,0.5219,Violación con uso de la fuerza,8021,0.52,Delitos de prostitución,302,0.5195,Explotación sexual
634,Abuso sexual de mayor de 14 años y menor de 18 años con circunstancia de estupro,30113,0.594,Violación por presunción legal,3011,0.5828,Violación,301,0.5815,Violencia sexual,3012,0.5778,Agresión sexual,3022,0.5738,Explotación sexual de menores,30229,0.5674,Otras formas de explotación sexual de menores,30222,0.5516,Prostitución infantil,802,0.5499,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,302,0.5496,Explotación sexual,30112,0.5443,Violación sin uso de la fuerza
635,Abuso sexual de mayor de 14 (con circunstancias de violación),3011,0.586,Violación,30113,0.5832,Violación por presunción legal,3012,0.5819,Agresión sexual,301,0.5708,Violencia sexual,802,0.5698,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.5454,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,302,0.5382,Explotación sexual,30129,0.534,Otros actos de agresión sexual no clasificados en otra parte,3022,0.5336,Explotación sexual de menores,30112,0.5325,Violación sin uso de la fuerza
636,Aborto cometido por facultativo por causales no reguladas,106,0.5973,Feticidio ilegal,802,0.5108,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,809,0.5086,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",8029,0.4979,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,104,0.4852,Suicidio asistido o incitación al suicidio,20292,0.4811,Matrimonio forzado,101,0.4807,Homicidio intencional,3011,0.4757,Violación,1031,0.4727,Homicidio no culposo,103,0.4708,Homicidio no intencional
637,Violación de mayor de 14 años,30113,0.5803,Violación por presunción legal,3011,0.5619,Violación,301,0.54,Violencia sexual,802,0.539,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,3012,0.538,Agresión sexual,11021,0.5305,Delitos en razón de la condición de menor de edad,30112,0.5204,Violación sin uso de la fuerza,8029,0.5191,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30111,0.5094,Violación con uso de la fuerza,30223,0.5001,Captación de menores con fines sexuales
638,"Captación, grabación y difusión de registros audiovisuales de partes íntimas",802,0.5864,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,3011,0.5731,Violación,8022,0.5544,Delitos de pornografía,30113,0.5522,Violación por presunción legal,8029,0.5516,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,301,0.5499,Violencia sexual,30221,0.5474,Pornografía infantil,3022,0.5386,Explotación sexual de menores,30223,0.5327,Captación de menores con fines sexuales,30229,0.528,Otras formas de explotación sexual de menores
639,Abuso sexual de mayor de 14 años por sorpresa y/o sin consentimiento,3011,0.6204,Violación,301,0.6096,Violencia sexual,30113,0.6095,Violación por presunción legal,3012,0.5922,Agresión sexual,802,0.5743,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30112,0.5655,Violación sin uso de la fuerza,8029,0.5561,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30129,0.5418,Otros actos de agresión sexual no clasificados en otra parte,30111,0.5319,Violación con uso de la fuerza,30229,0.5309,Otras formas de explotación sexual de menores
640,Acoso sexual en lugares públicos o de libre acceso público,8029,0.6806,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.6785,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,3012,0.6257,Agresión sexual,8021,0.6145,Delitos de prostitución,301,0.6081,Violencia sexual,3011,0.6057,Violación,30129,0.5747,Otros actos de agresión sexual no clasificados en otra parte,8022,0.5681,Delitos de pornografía,302,0.5648,Explotación sexual,30121,0.5577,Agresión sexual física
647,Transmisión de imágenes de connotación sexual de menor 18 años,30113,0.6434,Violación por presunción legal,30221,0.6192,Pornografía infantil,30223,0.6156,Captación de menores con fines sexuales,3022,0.6075,Explotación sexual de menores,30229,0.5931,Otras formas de explotación sexual de menores,11021,0.5835,Delitos en razón de la condición de menor de edad,802,0.5582,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30222,0.5556,Prostitución infantil,1102,0.5549,Actos contrarios a las leyes u otras disposiciones sobre menores,3011,0.541,Violación
648,Comercialización de material pornográfico de menores de 18 años,30221,0.6641,Pornografía infantil,3022,0.6428,Explotación sexual de menores,30113,0.6078,Violación por presunción legal,30229,0.5924,Otras formas de explotación sexual de menores,30223,0.5911,Captación de menores con fines sexuales,802,0.5803,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8022,0.5749,Delitos de pornografía,11021,0.5664,Delitos en razón de la condición de menor de edad,30222,0.5632,Prostitución infantil,1102,0.5463,Actos contrarios a las leyes u otras disposiciones sobre menores
649,Producción material pornográfico utilizando menores de 18 años,30221,0.6467,Pornografía infantil,3022,0.6305,Explotación sexual de menores,30113,0.6024,Violación por presunción legal,30229,0.5983,Otras formas de explotación sexual de menores,30223,0.5826,Captación de menores con fines sexuales,11021,0.5811,Delitos en razón de la condición de menor de edad,802,0.5633,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,30222,0.5575,Prostitución infantil,8022,0.5563,Delitos de pornografía,1102,0.5461,Actos contrarios a las leyes u otras disposiciones sobre menores
650,Adquisición o almacenamiento material pornográfico infantil,30221,0.6897,Pornografía infantil,3022,0.6497,Explotación sexual de menores,30222,0.6056,Prostitución infantil,30229,0.6025,Otras formas de explotación sexual de menores,30113,0.599,Violación por presunción legal,30223,0.5849,Captación de menores con fines sexuales,802,0.5837,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8022,0.5777,Delitos de pornografía,11021,0.5559,Delitos en razón de la condición de menor de edad,1102,0.5346,Actos contrarios a las leyes u otras disposiciones sobre menores
651,Exhibición de registros de contenido sexual sin consentimiento,802,0.6257,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,3011,0.5989,Violación,8029,0.5855,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.5639,Delitos de prostitución,8022,0.5625,Delitos de pornografía,30113,0.5506,Violación por presunción legal,30112,0.5488,Violación sin uso de la fuerza,3022,0.5417,Explotación sexual de menores,301,0.5372,Violencia sexual,30221,0.5347,Pornografía infantil
652,Difusión de registros de contenido sexual sin consentimiento,802,0.6292,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8029,0.5932,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8022,0.5725,Delitos de pornografía,3011,0.5724,Violación,301,0.5508,Violencia sexual,30221,0.55,Pornografía infantil,30113,0.5451,Violación por presunción legal,8021,0.5433,Delitos de prostitución,3022,0.5347,Explotación sexual de menores,3012,0.5303,Agresión sexual
