cnp_codigo,cnp_glosa,top1_codigo,top1_score,top1_glosa,top2_codigo,top2_score,top2_glosa,top3_codigo,top3_score,top3_glosa,top4_codigo,top4_score,top4_glosa,top5_codigo,top5_score,top5_glosa,top6_codigo,top6_score,top6_glosa,top7_codigo,top7_score,top7_glosa,top8_codigo,top8_score,top8_glosa,top9_codigo,top9_score,top9_glosa,top10_codigo,top10_score,top10_glosa
509,Abandono o maltrato animal,10091,0.7726,Actos contra los animales,219,0.2969,Otros actos que causan daños o que tienen la intención de causar daños a las personas,10032,0.0823,Comercio o posesión de especies animales prohibidas o controladas,2039,0.054,Otros actos de esclavitud y explotación,11015,0.0519,Crímenes de lesa humanidad,1109,0.0304,Otros actos delictivos no clasificados en otra parte,2119,0.0298,Otras transgresiones contra las personas,202,0.0243,Actos contra la libertad,207,0.0183,Actos peligrosos,8011,0.0153,Delitos relacionados con la alteración violenta del orden público
510,Asociaciones ilícitas,906,0.7789,Terrorismo,8063,0.753,Intención delictiva,8064,0.5542,Conspiración,8011,0.5148,Delitos relacionados con la alteración violenta del orden público,8021,0.4783,Delitos de prostitución,9061,0.3097,Participación en un grupo terrorista,802,0.3063,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,9051,0.296,Participación en un grupo delictivo organizado,905,0.2954,Actos relacionados con grupos delictivos organizados,8051,0.2899,Delitos de tráfico ilícito de migrantes
511,Amenazas de atentados contra personas y propiedades,401,0.8365,Robo,409,0.7862,Otros actos contra la propiedad que entrañan violencia o amenaza de violencia contra las personas,906,0.6925,Terrorismo,8011,0.5778,Delitos relacionados con la alteración violenta del orden público,201,0.5056,Agresiones y amenazas,2012,0.3766,Amenaza,20121,0.351,Amenaza grave,9069,0.264,Otros actos relacionados con las actividades de un grupo terrorista,908,0.2627,Otros actos contra la seguridad pública y la seguridad del Estado,20122,0.2591,Amenaza leve
512,Connivencia en la fuga y evasión culpable de detenidos,8064,0.2435,Conspiración,8062,0.0698,Incumplimiento de órdenes judiciales,806,0.0577,Actos contra el sistema de justicia,8063,0.0295,Intención delictiva,905,0.0275,Actos relacionados con grupos delictivos organizados,2022,0.0244,Privación de libertad,8059,0.023,Otros actos ilícitos relacionados con la migración,805,0.0157,Actos relacionados con la migración,20229,0.015,Otras formas de privación de libertad,8051,0.0148,Delitos de tráfico ilícito de migrantes
513,Contra la salud pública. Arts. 313 al 318,902,0.882,Actos contra la salud y la seguridad,9021,0.7597,Actos contra la salud y la seguridad en el trabajo,9029,0.6938,Otros actos contra la salud y la seguridad,8012,0.6484,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,8011,0.567,Delitos relacionados con la alteración violenta del orden público,8029,0.5361,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,802,0.4181,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.411,Delitos de prostitución,801,0.3524,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,809,0.3491,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado"
514,Infracción normas inhumaciones y exhumaciones,801,0.1792,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,8029,0.1079,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8062,0.1067,Incumplimiento de órdenes judiciales,2119,0.0803,Otras transgresiones contra las personas,110134,0.0533,Actos contra la libertad o la dignidad humana en relación con conflictos armados,1002,0.0467,Actos relacionados con el traslado o vertimiento de desechos,802,0.0425,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,10021,0.0377,Actos relacionados con el traslado o vertimiento de desechos dentro de las fronteras nacionales,805,0.0375,Actos relacionados con la migración,11015,0.034,Crímenes de lesa humanidad
515,Atentados y amenazas contra la autoridad,2019,0.6028,Otras formas de agresiones y amenazas,201,0.5089,Agresiones y amenazas,8064,0.359,Conspiración,809,0.3113,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",8039,0.2757,Otros actos relacionados con la libertad de expresión o el control de la expresión,8069,0.257,Otros actos contra el sistema de justicia,20121,0.0899,Amenaza grave,8063,0.0884,Intención delictiva,8011,0.0858,Delitos relacionados con la alteración violenta del orden público,803,0.0702,Actos relacionados con la libertad de expresión o el control de la expresión
516,Oponerse a la acción de la autoridad pública o sus agentes,8062,0.5833,Incumplimiento de órdenes judiciales,8011,0.5507,Delitos relacionados con la alteración violenta del orden público,806,0.4519,Actos contra el sistema de justicia,8061,0.3896,Obstrucción de la justicia,8069,0.3753,Otros actos contra el sistema de justicia,8019,0.3648,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,809,0.3423,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",8049,0.3369,Otros actos contra la administración pública o contra disposiciones regulatorias,8064,0.2872,Conspiración,8063,0.2253,Intención delictiva
518,Porte de arma cortante o punzante,90111,0.2062,Posesión o uso ilícitos de armas de fuego,901,0.1987,"Actos relacionados con armas, explosivos y otros materiales destructivos",90119,0.149,Otros actos relacionados con posesión o uso de armas y explosivos,9019,0.1035,Otros actos relacionados con armas y explosivos,90112,0.0899,Posesión o uso ilícitos de otras armas o explosivos,9011,0.0623,Posesión o uso de armas y explosivos,90121,0.0538,Tráfico de armas de fuego,90122,0.0532,Tráfico de otras armas o explosivos,90129,0.0369,Otros actos relacionados con el tráfico de armas y explosivos,9012,0.0318,Tráfico de armas y explosivos
519,"Falsa alarma de incendio, emergencia o calamidad pública",908,0.0123,Otros actos contra la seguridad pública y la seguridad del Estado,8064,0.011,Conspiración,8019,0.0095,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,8011,0.0095,Delitos relacionados con la alteración violenta del orden público,9059,0.0083,Otros actos relacionados con grupos delictivos organizados,8069,0.0079,Otros actos contra el sistema de justicia,8063,0.0078,Intención delictiva,2012,0.0056,Amenaza,8062,0.0051,Incumplimiento de órdenes judiciales,504,0.0044,Daños a la propiedad
520,"Obstrucción a la investigación por fiscal o asistente del fiscal, del Ministerio Público",8061,0.3485,Obstrucción de la justicia,8063,0.0387,Intención delictiva,8062,0.0324,Incumplimiento de órdenes judiciales,8064,0.0295,Conspiración,905,0.0255,Actos relacionados con grupos delictivos organizados,806,0.0139,Actos contra el sistema de justicia,8069,0.0124,Otros actos contra el sistema de justicia,704,0.006,Actos relacionados con el producto del delito,804,0.0038,Actos contrarios a las disposiciones relativas a los ingresos públicos u otras disposiciones regulatorias,8041,0.0034,Actos contrarios a las disposiciones relativas a los ingresos públicos
521,Homicidio de fiscales o defensores en el desempeño de sus funciones,110131,0.0398,Homicidio o tentativa de causar la muerte o lesiones graves de forma ilícita en conflictos armados,101,0.0389,Homicidio intencional,8069,0.0332,Otros actos contra el sistema de justicia,1032,0.0331,Homicidio culposo,806,0.0287,Actos contra el sistema de justicia,8061,0.0236,Obstrucción de la justicia,8063,0.0224,Intención delictiva,904,0.0196,Actos contra la seguridad del Estado,9059,0.0195,Otros actos relacionados con grupos delictivos organizados,1031,0.0162,Homicidio no culposo
522,"Maltrato de obra a fiscales o defensores en el desempeño de sus funciones, incluye castración y mutilación",8069,0.1027,Otros actos contra el sistema de justicia,7033,0.0749,Abuso de funciones,219,0.0533,Otros actos que causan daños o que tienen la intención de causar daños a las personas,806,0.0434,Actos contra el sistema de justicia,808,0.0418,Actos contrarios al derecho laboral,908,0.0293,Otros actos contra la seguridad pública y la seguridad del Estado,8082,0.0251,Violaciones del derecho laboral individual,8011,0.0221,Delitos relacionados con la alteración violenta del orden público,7032,0.01,Malversación o peculado,2042,0.0087,Trata de personas con fines de trabajo o servicios forzosos
523,Amenaza a fiscales o defensores en el desempeño de sus funciones,8069,0.1712,Otros actos contra el sistema de justicia,8061,0.1694,Obstrucción de la justicia,8019,0.1308,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,806,0.1233,Actos contra el sistema de justicia,809,0.0876,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",8062,0.084,Incumplimiento de órdenes judiciales,808,0.0699,Actos contrarios al derecho laboral,8064,0.068,Conspiración,8063,0.0609,Intención delictiva,8011,0.0384,Delitos relacionados con la alteración violenta del orden público
524,Amenazas simples contra personas y propiedades,401,0.4214,Robo,409,0.3398,Otros actos contra la propiedad que entrañan violencia o amenaza de violencia contra las personas,40112,0.2986,Robo a personas en lugares privados,2012,0.1948,Amenaza,20122,0.1764,Amenaza leve,201,0.1703,Agresiones y amenazas,2019,0.1297,Otras formas de agresiones y amenazas,20121,0.0912,Amenaza grave,20112,0.0473,Agresión leve,2081,0.0289,Hostigamiento
525,Amenazas condicionales contra personas y propiedades,401,0.4529,Robo,409,0.2886,Otros actos contra la propiedad que entrañan violencia o amenaza de violencia contra las personas,2051,0.272,Extorsión o chantaje,205,0.1881,Coacción,2012,0.1798,Amenaza,201,0.1335,Agresiones y amenazas,20121,0.1068,Amenaza grave,2019,0.0937,Otras formas de agresiones y amenazas,20122,0.0846,Amenaza leve,2081,0.0319,Hostigamiento
526,Contra la salud pública. Arts. 313 A y 313 B,9029,0.4341,Otros actos contra la salud y la seguridad,902,0.2024,Actos contra la salud y la seguridad,9021,0.1467,Actos contra la salud y la seguridad en el trabajo,2071,0.0157,Actos que ponen en peligro la salud,2062,0.0083,Negligencia profesional,801,0.0054,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,802,0.0054,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,7033,0.0021,Abuso de funciones,219,0.0017,Otros actos que causan daños o que tienen la intención de causar daños a las personas,2032,0.0016,Trabajo forzoso
527,Contra la salud pública. Arts. 313 D al 315 y Art. 317,902,0.485,Actos contra la salud y la seguridad,9029,0.4739,Otros actos contra la salud y la seguridad,2071,0.2574,Actos que ponen en peligro la salud,9021,0.1662,Actos contra la salud y la seguridad en el trabajo,6029,0.0302,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60112,0.0205,Cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal,90123,0.0182,"Tráfico de materiales químicos, biológicos o radiactivos",90113,0.0173,"Posesión o uso ilícitos de materiales químicos, biológicos o radiactivos",207,0.0138,Actos peligrosos,602,0.0123,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización"
528,Corrupción entre particulares,7039,0.7397,Otros actos de corrupción,703,0.5873,Corrupción,709,0.5433,"Otros actos que conllevan fraude, engaño o corrupción",7034,0.4252,Tráfico de influencias,7031,0.3627,Soborno,70311,0.329,Soborno activo,704,0.3286,Actos relacionados con el producto del delito,70312,0.3189,Soborno pasivo,7049,0.3164,Otros actos relacionados con el producto del delito,7032,0.2457,Malversación o peculado
529,Corrupción entre particulares cometido por personas jurídicas,7039,0.537,Otros actos de corrupción,703,0.3861,Corrupción,7034,0.2421,Tráfico de influencias,70112,0.2282,Fraude financiero contra personas naturales o jurídicas,709,0.2261,"Otros actos que conllevan fraude, engaño o corrupción",7049,0.2021,Otros actos relacionados con el producto del delito,7031,0.199,Soborno,704,0.1687,Actos relacionados con el producto del delito,7032,0.1331,Malversación o peculado,70311,0.1301,Soborno activo
530,Amenazas contra profesionales y funcionarios de salud y manipuladores de alimentos,2012,0.3046,Amenaza,9029,0.236,Otros actos contra la salud y la seguridad,2019,0.157,Otras formas de agresiones y amenazas,201,0.1257,Agresiones y amenazas,20122,0.1091,Amenaza leve,20121,0.0894,Amenaza grave,902,0.0454,Actos contra la salud y la seguridad,9021,0.0235,Actos contra la salud y la seguridad en el trabajo,2071,0.0111,Actos que ponen en peligro la salud,808,0.0069,Actos contrarios al derecho laboral
531,Lesiones contra profesional y funcionario de salud y manipuladores de alimentos,9029,0.3358,Otros actos contra la salud y la seguridad,2062,0.1712,Negligencia profesional,201,0.105,Agresiones y amenazas,207,0.1026,Actos peligrosos,206,0.1023,Negligencia,902,0.0795,Actos contra la salud y la seguridad,2079,0.0538,Otros actos peligrosos,9021,0.0483,Actos contra la salud y la seguridad en el trabajo,2011,0.0317,Agresión,2119,0.0281,Otras transgresiones contra las personas
532,Interrumpir libre circulación Ley 21.208 Inc. 1,2022,0.3568,Privación de libertad,907,0.3039,Infracciones de tráfico no lesivas,40121,0.2774,Robo de automóviles o vehículos,8011,0.2568,Delitos relacionados con la alteración violenta del orden público,202,0.2146,Actos contra la libertad,805,0.2132,Actos relacionados con la migración,211,0.1989,Transgresiones contra las personas,8019,0.1857,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,803,0.1809,Actos relacionados con la libertad de expresión o el control de la expresión,801,0.1766,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público
533,Lanzar objetos a la vía pública con muerte o lesiones Ley 21.208 Inc. 2,2079,0.7607,Otros actos peligrosos,1031,0.721,Homicidio no culposo,207,0.6809,Actos peligrosos,109,0.6625,Otros actos que causan la muerte o que tienen la intención de causar la muerte,907,0.6367,Infracciones de tráfico no lesivas,110131,0.6304,Homicidio o tentativa de causar la muerte o lesiones graves de forma ilícita en conflictos armados,20121,0.6047,Amenaza grave,201,0.5564,Agresiones y amenazas,102,0.4633,Tentativa de homicidio intencional,103,0.4273,Homicidio no intencional
534,Diseminar gérmenes para causar enfermedad,9029,0.0381,Otros actos contra la salud y la seguridad,902,0.0228,Actos contra la salud y la seguridad,2071,0.0213,Actos que ponen en peligro la salud,8063,0.0153,Intención delictiva,2081,0.0148,Hostigamiento,202,0.01,Actos contra la libertad,9021,0.0096,Actos contra la salud y la seguridad en el trabajo,110131,0.0072,Homicidio o tentativa de causar la muerte o lesiones graves de forma ilícita en conflictos armados,211,0.007,Transgresiones contra las personas,2119,0.0061,Otras transgresiones contra las personas
535,Infringir normas higiénicas y de salubridad,2071,0.28,Actos que ponen en peligro la salud,9029,0.1423,Otros actos contra la salud y la seguridad,8019,0.0712,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,9021,0.0651,Actos contra la salud y la seguridad en el trabajo,902,0.0592,Actos contra la salud y la seguridad,8012,0.0448,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,801,0.0402,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,8032,0.0264,Actos relacionados con expresiones de creencias y normas sociales controladas,8029,0.0248,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8011,0.0184,Delitos relacionados con la alteración violenta del orden público
536,Propagar contagio a sabiendas,9029,0.066,Otros actos contra la salud y la seguridad,80329,0.0342,Otros actos relacionados con expresiones de creencias y normas sociales controladas,8063,0.015,Intención delictiva,902,0.0146,Actos contra la salud y la seguridad,207,0.0126,Actos peligrosos,9021,0.0104,Actos contra la salud y la seguridad en el trabajo,8032,0.0104,Actos relacionados con expresiones de creencias y normas sociales controladas,2071,0.01,Actos que ponen en peligro la salud,8011,0.0065,Delitos relacionados con la alteración violenta del orden público,8062,0.005,Incumplimiento de órdenes judiciales
537,Empleador que ordena infringir cuarentena,808,0.019,Actos contrarios al derecho laboral,809,0.0187,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",8081,0.0164,Violaciones del derecho laboral colectivo,8062,0.0161,Incumplimiento de órdenes judiciales,8082,0.0159,Violaciones del derecho laboral individual,8019,0.0078,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,902,0.0072,Actos contra la salud y la seguridad,8032,0.0061,Actos relacionados con expresiones de creencias y normas sociales controladas,804,0.005,Actos contrarios a las disposiciones relativas a los ingresos públicos u otras disposiciones regulatorias,9021,0.0047,Actos contra la salud y la seguridad en el trabajo
538,Ultraje de cadáver,2119,0.0381,Otras transgresiones contra las personas,110134,0.0166,Actos contra la libertad o la dignidad humana en relación con conflictos armados,105,0.0084,Eutanasia,109,0.0075,Otros actos que causan la muerte o que tienen la intención de causar la muerte,1101,0.0058,Actos bajo jurisdicción universal,1031,0.0055,Homicidio no culposo,11015,0.0053,Crímenes de lesa humanidad,11014,0.005,Genocidio,219,0.0042,Otros actos que causan daños o que tienen la intención de causar daños a las personas,2043,0.0041,Trata de personas con fines de extracción de órganos
539,Ultraje de sepultura,2119,0.126,Otras transgresiones contra las personas,8063,0.0129,Intención delictiva,8029,0.0124,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,11011,0.0077,Tortura,110131,0.0063,Homicidio o tentativa de causar la muerte o lesiones graves de forma ilícita en conflictos armados,211,0.0048,Transgresiones contra las personas,109,0.004,Otros actos que causan la muerte o que tienen la intención de causar la muerte,105,0.0039,Eutanasia,11015,0.0031,Crímenes de lesa humanidad,1031,0.003,Homicidio no culposo
540,Uso indebido de facultades asociadas a las técnicas especiales de investigación,8064,0.0311,Conspiración,7049,0.031,Otros actos relacionados con el producto del delito,704,0.0219,Actos relacionados con el producto del delito,7033,0.0188,Abuso de funciones,904,0.0122,Actos contra la seguridad del Estado,2022,0.0088,Privación de libertad,8063,0.0077,Intención delictiva,11019,0.0066,Otros actos bajo jurisdicción universal,905,0.005,Actos relacionados con grupos delictivos organizados,701,0.0037,Fraude
541,"Infracción al secreto y prohibición de información relativa a testigos, agentes encubiertos, reveladores e informantes",904,0.0448,Actos contra la seguridad del Estado,908,0.0185,Otros actos contra la seguridad pública y la seguridad del Estado,803,0.014,Actos relacionados con la libertad de expresión o el control de la expresión,8061,0.0107,Obstrucción de la justicia,2111,0.0093,Invasión de la intimidad,806,0.0086,Actos contra el sistema de justicia,704,0.0078,Actos relacionados con el producto del delito,905,0.0053,Actos relacionados con grupos delictivos organizados,903,0.0048,Actos contra sistemas informáticos,8062,0.0037,Incumplimiento de órdenes judiciales
542,Asociación delictiva o criminal mediante una persona jurídica,8063,0.1433,Intención delictiva,905,0.046,Actos relacionados con grupos delictivos organizados,9051,0.0371,Participación en un grupo delictivo organizado,9059,0.0341,Otros actos relacionados con grupos delictivos organizados,8064,0.0221,Conspiración,806,0.0137,Actos contra el sistema de justicia,11019,0.012,Otros actos bajo jurisdicción universal,906,0.0104,Terrorismo,8042,0.0081,Actos contrarios a disposiciones comerciales o financieras,8032,0.0058,Actos relacionados con expresiones de creencias y normas sociales controladas
543,Incumplimiento de reserva registro de llamadas,8062,0.3863,Incumplimiento de órdenes judiciales,8019,0.0368,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,806,0.0327,Actos contra el sistema de justicia,8011,0.0209,Delitos relacionados con la alteración violenta del orden público,803,0.0207,Actos relacionados con la libertad de expresión o el control de la expresión,8012,0.0193,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,8032,0.0185,Actos relacionados con expresiones de creencias y normas sociales controladas,801,0.0152,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,9032,0.0129,Injerencia ilícita en sistemas o datos informáticos,8029,0.0122,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público
544,Atentados contra el medio ambiente,10019,0.1749,Otros actos que causan contaminación o degradación del medio ambiente,8012,0.1342,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,1001,0.1137,Actos que causan contaminación o degradación del medio ambiente,1004,0.0847,Actos que provocan el agotamiento o la degradación de los recursos naturales,801,0.0752,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,1009,0.0751,Otros actos contra el entorno natural,908,0.0748,Otros actos contra la seguridad pública y la seguridad del Estado,8011,0.0702,Delitos relacionados con la alteración violenta del orden público,8019,0.0557,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,9059,0.0516,Otros actos relacionados con grupos delictivos organizados
545,Portar aparatos de comunicación en recintos penitenciarios,2022,0.0352,Privación de libertad,202,0.0107,Actos contra la libertad,806,0.0101,Actos contra el sistema de justicia,9039,0.0089,Otros actos contra sistemas informáticos,903,0.0082,Actos contra sistemas informáticos,8063,0.0054,Intención delictiva,901,0.0052,"Actos relacionados con armas, explosivos y otros materiales destructivos",905,0.0049,Actos relacionados con grupos delictivos organizados,8032,0.0039,Actos relacionados con expresiones de creencias y normas sociales controladas,2082,0.0034,Acoso
546,Omisión denuncia por funcionario público de tenencia elementos tecnológicos,8063,0.0304,Intención delictiva,8061,0.0189,Obstrucción de la justicia,806,0.0113,Actos contra el sistema de justicia,903,0.007,Actos contra sistemas informáticos,8062,0.0066,Incumplimiento de órdenes judiciales,9039,0.0065,Otros actos contra sistemas informáticos,904,0.0051,Actos contra la seguridad del Estado,7049,0.0035,Otros actos relacionados con el producto del delito,801,0.0034,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,704,0.0026,Actos relacionados con el producto del delito
547,Portar injustificadamente combustible en lugares de uso público,8019,0.1755,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,202,0.0575,Actos contra la libertad,8011,0.0552,Delitos relacionados con la alteración violenta del orden público,2081,0.0505,Hostigamiento,8063,0.0489,Intención delictiva,90112,0.0387,Posesión o uso ilícitos de otras armas o explosivos,801,0.0375,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,8012,0.0283,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,90111,0.0258,Posesión o uso ilícitos de armas de fuego,9011,0.0249,Posesión o uso de armas y explosivos
548,Registro de las actuaciones policiales,8062,0.0107,Incumplimiento de órdenes judiciales,8069,0.0101,Otros actos contra el sistema de justicia,8011,0.0083,Delitos relacionados con la alteración violenta del orden público,908,0.0078,Otros actos contra la seguridad pública y la seguridad del Estado,8019,0.0067,Otros actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,804,0.0053,Actos contrarios a las disposiciones relativas a los ingresos públicos u otras disposiciones regulatorias,904,0.0052,Actos contra la seguridad del Estado,801,0.005,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,905,0.0041,Actos relacionados con grupos delictivos organizados,806,0.004,Actos contra el sistema de justicia
549,Contaminación grave imprudente,206,0.139,Negligencia,1001,0.0837,Actos que causan contaminación o degradación del medio ambiente,10019,0.0835,Otros actos que causan contaminación o degradación del medio ambiente,10012,0.0461,Actos que causan la contaminación o degradación del agua,2062,0.0201,Negligencia profesional,8063,0.009,Intención delictiva,902,0.0072,Actos contra la salud y la seguridad,2071,0.0071,Actos que ponen en peligro la salud,90113,0.0063,"Posesión o uso ilícitos de materiales químicos, biológicos o radiactivos",8011,0.0059,Delitos relacionados con la alteración violenta del orden público
550,"Comercializar, distribuir o instalar máquinas de juegos ilegales Art. 276 bis Código Penal",8043,0.1646,Actos contrarios a las disposiciones sobre apuestas,8063,0.0984,Intención delictiva,8042,0.0661,Actos contrarios a disposiciones comerciales o financieras,9039,0.0546,Otros actos contra sistemas informáticos,90321,0.0463,Injerencia ilícita en sistemas informáticos,8032,0.0331,Actos relacionados con expresiones de creencias y normas sociales controladas,8022,0.0211,Delitos de pornografía,8021,0.0145,Delitos de prostitución,7049,0.0087,Otros actos relacionados con el producto del delito,802,0.008,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público
551,Delitos medioambientales dolosos,1001,0.8859,Actos que causan contaminación o degradación del medio ambiente,10013,0.841,Actos que causan la contaminación o degradación del suelo,10019,0.8193,Otros actos que causan contaminación o degradación del medio ambiente,10011,0.7872,Actos que causan la contaminación o degradación del aire,10012,0.776,Actos que causan la contaminación o degradación del agua,10043,0.7535,Minería ilegal,10041,0.7221,Tala ilegal,219,0.7099,Otros actos que causan daños o que tienen la intención de causar daños a las personas,10049,0.6767,Otros actos que provocan el agotamiento o la degradación de los recursos naturales,1003,0.6717,Comercio o posesión de especies protegidas o prohibidas de la fauna y la flora
552,Asociación ilícita para la comisión de simples delitos,8063,0.066,Intención delictiva,9051,0.0444,Participación en un grupo delictivo organizado,9059,0.0364,Otros actos relacionados con grupos delictivos organizados,905,0.0323,Actos relacionados con grupos delictivos organizados,11021,0.0212,Delitos en razón de la condición de menor de edad,8064,0.0191,Conspiración,704,0.0138,Actos relacionados con el producto del delito,8011,0.0118,Delitos relacionados con la alteración violenta del orden público,11019,0.0116,Otros actos bajo jurisdicción universal,1109,0.0107,Otros actos delictivos no clasificados en otra parte
553,Asociación ilícita para la comisión de simples crímenes,8063,0.0287,Intención delictiva,9059,0.0155,Otros actos relacionados con grupos delictivos organizados,9051,0.0146,Participación en un grupo delictivo organizado,905,0.0113,Actos relacionados con grupos delictivos organizados,8064,0.0098,Conspiración,11021,0.0071,Delitos en razón de la condición de menor de edad,704,0.007,Actos relacionados con el producto del delito,8011,0.0065,Delitos relacionados con la alteración violenta del orden público,11019,0.0055,Otros actos bajo jurisdicción universal,601,0.0053,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización
554,Amenaza u ofrecimiento de beneficio económico para prestar falso testimonio u omitir declarar en proceso por asociación ilícita,8063,0.1259,Intención delictiva,7034,0.0589,Tráfico de influencias,8061,0.0492,Obstrucción de la justicia,205,0.0394,Coacción,8064,0.0384,Conspiración,20221,0.021,Secuestro,704,0.0186,Actos relacionados con el producto del delito,905,0.011,Actos relacionados con grupos delictivos organizados,703,0.0104,Corrupción,701,0.01,Fraude
597,Declaración falsa denunciante anónimo,7019,0.0718,Otros actos de fraude,7029,0.0685,Otros actos de falsificación,702,0.0669,Falsificación,7023,0.0406,Actos de falsificación de documentos,701,0.0394,Fraude,70212,0.033,Falsificación de medios de pago distintos del efectivo,70211,0.0318,Falsificación de medios de pago en efectivo,709,0.0215,"Otros actos que conllevan fraude, engaño o corrupción",7049,0.0181,Otros actos relacionados con el producto del delito,704,0.0174,Actos relacionados con el producto del delito
599,Otros delitos contra el orden y la seguridad pública cometidos por particulares,8012,0.9674,Actos relacionados con las normas y preceptos sociales y religiosos orientados al mantenimiento del orden público,908,0.9571,Otros actos contra la seguridad pública y la seguridad del Estado,8011,0.9356,Delitos relacionados con la alteración violenta del orden público,907,0.8965,Infracciones de tráfico no lesivas,809,0.893,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",902,0.84,Actos contra la salud y la seguridad,8029,0.833,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,801,0.8144,Actos contrarios a las normas de conducta orientadas al mantenimiento del orden público,8021,0.8035,Delitos de prostitución,802,0.8001,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público
601,Aborto,8029,0.5715,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,106,0.5353,Feticidio ilegal,809,0.4624,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",802,0.2643,Actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,8021,0.1486,Delitos de prostitución,8022,0.1135,Delitos de pornografía,8011,0.0591,Delitos relacionados con la alteración violenta del orden público,11021,0.0364,Delitos en razón de la condición de menor de edad,11015,0.0346,Crímenes de lesa humanidad,20292,0.0245,Matrimonio forzado
602,Abandono de niños,809,0.2218,"Otros actos contra el orden público, la autoridad y las disposiciones del Estado",20611,0.1058,Negligencia en situaciones de menores bajo cuidado,8029,0.0601,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,2021,0.0311,Secuestro de menores,1102,0.0221,Actos contrarios a las leyes u otras disposiciones sobre menores,11029,0.0188,Otros actos contrarios a las leyes u otras disposiciones sobre menores,8062,0.016,Incumplimiento de órdenes judiciales,20213,0.0138,Secuestro por un tutor legal,806,0.0131,Actos contra el sistema de justicia,20211,0.0112,Secuestro por progenitores
